model_id,variables,num_variables,n_obs,rsquared,adj_rsquared,aic,bic,core_factors,core_factor_min_pvalue,pass_pvalue_screen
model_0724,Skewness + Kurtosis + Std + VIX + T-1 Return + T-2 Return,6,246,0.023552213272296285,-0.000961120285721373,-492.5534823910575,-468.016161639531,Skewness + Kurtosis,0.039740755109246316,False
model_0468,Kurtosis + Std + VIX + T-1 Return + T-2 Return,5,246,0.02344901877477945,0.0031042066659208167,-494.5274856041376,-473.4954963885434,Kurtosis,0.03978740080593922,False
model_0535,Skewness + Kurtosis + Std + T-2 Return,4,246,0.01947509422017224,0.0032008219250714287,-495.5284576252136,-478.0017999455518,Skewness + Kurtosis,0.039858386098656745,False
model_0605,Skewness + Kurtosis + Std + T-2 Return + T-3 Return,5,246,0.019528767637286837,-0.0008977163702696966,-493.541923904271,-472.5099346886768,Skewness + Kurtosis,0.03998671961402464,False
model_0264,Kurtosis + T-2 Return,2,246,0.018468686095624465,0.010390239067604945,-499.276093378086,-488.7600987702889,Kurtosis,0.03999217051331034,False
model_0288,Kurtosis + Fear and Greed Index + VIX,3,246,0.022165515351209253,0.010043600252257256,-498.20437443379365,-484.1830482900642,Kurtosis,0.04031883768621699,False
model_0300,Kurtosis + T-2 Return + T-3 Return,3,246,0.01847848995805823,0.006310867932744824,-497.27855052048085,-483.2572243767514,Kurtosis,0.04039380928046335,False
model_0544,Skewness + Kurtosis + Fear and Greed Index + VIX,4,246,0.022228087706030686,0.005999508248869412,-496.2201166601592,-478.6934589804974,Skewness + Kurtosis,0.04044461283155276,False
model_0369,Kurtosis + Fear and Greed Index + VIX + T-3 Return,4,246,0.022600613715577533,0.00637821726272414,-496.3138592386474,-478.7872015589856,Kurtosis,0.040513279184665796,False
model_0625,Skewness + Kurtosis + Fear and Greed Index + VIX + T-3 Return,5,246,0.0226793178827851,0.0023184703386764927,-494.3336689550938,-473.3016797394996,Skewness + Kurtosis,0.04051358579799035,False
model_0632,Skewness + Kurtosis + Fear and Greed Index + T-3 Return + T-4 Return,5,246,0.023391163203769327,0.0030451457705146234,-494.51291181417787,-473.4809225985837,Skewness + Kurtosis,0.04068664290785521,False
model_0705,Skewness + Kurtosis + Std + Median + VIX + T-2 Return,6,246,0.021766728217587183,-0.0027914292330173396,-492.1040694868841,-467.5667487353576,Skewness + Kurtosis,0.040776185793700306,False
model_0500,Kurtosis + Fear and Greed Index + VIX + T-1 Return + T-4 Return,5,246,0.024222608270646928,0.0038939126096187993,-494.7224354174775,-473.69044620188333,Kurtosis,0.04081453654543964,False
model_0655,Skewness + Kurtosis + Mean + Std + VIX + T-2 Return,6,246,0.021770707149426083,-0.002787350411676215,-492.1050700858732,-467.5677493343467,Skewness + Kurtosis,0.04085116065312329,False
model_0756,Skewness + Kurtosis + Fear and Greed Index + VIX + T-1 Return + T-4 Return,6,246,0.02429200847910562,-0.0002027528143058177,-492.739932295942,-468.2026115444155,Skewness + Kurtosis,0.040969403050135425,False
model_0350,Kurtosis + Std + T-2 Return + T-4 Return,4,246,0.01881189384940185,0.002526614079267464,-495.3621261624228,-477.835468482761,Kurtosis,0.0410507224965593,False
model_0763,Skewness + Kurtosis + Fear and Greed Index + T-2 Return + T-3 Return + T-4 Return,6,246,0.023396924270645436,-0.00112030775603289,-492.51436298539215,-467.97704223386563,Skewness + Kurtosis,0.041207873076045086,False
model_0449,Kurtosis + Std + Median + VIX + T-2 Return,5,246,0.02142839401753316,0.0010414855595651806,-494.019002023093,-472.9870128074988,Kurtosis,0.04133971320785269,False
model_0399,Kurtosis + Mean + Std + VIX + T-2 Return,5,246,0.021431341480290023,0.0010444944277960833,-494.01974297748575,-472.98775376189155,Kurtosis,0.041372167178881605,False
model_0548,Skewness + Kurtosis + Fear and Greed Index + T-4 Return,4,246,0.02275188754815849,0.006532001864310577,-496.3519360406417,-478.8252783609799,Skewness + Kurtosis,0.041382436067112026,False
model_0757,Skewness + Kurtosis + Fear and Greed Index + VIX + T-2 Return + T-3 Return,6,246,0.022679842906696668,-0.0018553911625911468,-492.3338011081521,-467.7964803566256,Skewness + Kurtosis,0.041509726065909164,False
model_0501,Kurtosis + Fear and Greed Index + VIX + T-2 Return + T-3 Return,5,246,0.022601013645286994,0.0022385347628972596,-494.31395989630096,-473.28197068070676,Kurtosis,0.04151607784610184,False
model_0675,Skewness + Kurtosis + Mean + Median + T-1 Return + T-4 Return,6,246,0.023202528340249162,-0.0013195839189914516,-492.46540078038083,-467.9280800288543,Skewness + Kurtosis,0.041527689063241544,False
model_0376,Kurtosis + Fear and Greed Index + T-3 Return + T-4 Return,4,246,0.023175183083565476,0.00696232305175748,-496.4585141542566,-478.9318564745948,Kurtosis,0.04154257874856874,False
model_0368,Kurtosis + Fear and Greed Index + VIX + T-2 Return,4,246,0.02217489909835957,0.005945436842730745,-496.2067351736853,-478.68007749402346,Kurtosis,0.041562293953560495,False
model_0477,Kurtosis + Std + T-2 Return + T-3 Return + T-4 Return,5,246,0.018816055063390125,-0.0016252771227891483,-493.3631694494393,-472.3311802338451,Kurtosis,0.04162528327154787,False
model_0624,Skewness + Kurtosis + Fear and Greed Index + VIX + T-2 Return,5,246,0.022238246866988387,0.0018682103433840247,-494.2226726413112,-473.190683425717,Skewness + Kurtosis,0.04167407686325091,False
model_0713,Skewness + Kurtosis + Std + Median + T-3 Return + T-4 Return,6,246,0.01972310994005566,-0.004886351735089445,-491.5906891751297,-467.05336842360316,Skewness + Kurtosis,0.04188555771843013,False
model_0592,Skewness + Kurtosis + Std + Median + T-4 Return,5,246,0.01965048054444385,-0.0007734677775468324,-493.5724635394431,-472.5404743238489,Skewness + Kurtosis,0.04189238894508402,False
model_0663,Skewness + Kurtosis + Mean + Std + T-3 Return + T-4 Return,6,246,0.019719550242178197,-0.0048900007977670246,-491.5897958723324,-467.05247512080587,Skewness + Kurtosis,0.04199181972052689,False
model_0565,Skewness + Kurtosis + Mean + Std + T-4 Return,5,246,0.019646822451847235,-0.00077720208040577,-493.57154561264065,-472.53955639704645,Skewness + Kurtosis,0.0419996642424027,False
model_0292,Kurtosis + Fear and Greed Index + T-4 Return,3,246,0.022570065835619046,0.010453165825316746,-498.3061708145053,-484.2848446707759,Kurtosis,0.04203176769342579,False
model_0507,Kurtosis + Fear and Greed Index + T-2 Return + T-3 Return + T-4 Return,5,246,0.02318012409797421,0.0028297100166820854,-494.4597584844555,-473.4277692688613,Kurtosis,0.04207490376389617,False
model_0746,Skewness + Kurtosis + Median + VIX + T-1 Return + T-4 Return,6,246,0.023936486862796036,-0.0005671996594767137,-492.65031287238685,-468.1129921208603,Skewness + Kurtosis,0.042115496265257374,False
model_0691,Skewness + Kurtosis + Mean + VIX + T-1 Return + T-4 Return,6,246,0.02394324332952491,-0.0005602735743364118,-492.6520157293685,-468.11469497784196,Skewness + Kurtosis,0.04212573018695433,False
model_0631,Skewness + Kurtosis + Fear and Greed Index + T-2 Return + T-4 Return,5,246,0.02275281417804642,0.0023934978067557955,-494.3521692987649,-473.3201800831707,Skewness + Kurtosis,0.04214114609833018,False
model_0542,Skewness + Kurtosis + Median + T-3 Return,4,246,0.019004797011053398,0.0027227189531455753,-495.4104949133932,-477.8838372337314,Skewness + Kurtosis,0.04225695831217239,False
model_0516,Skewness + Kurtosis + Median,3,246,0.0189279678880776,0.00676591790321901,-497.3912295549758,-483.36990341124636,Skewness + Kurtosis,0.04228723800742776,False
model_0555,Skewness + Kurtosis + T-1 Return + T-4 Return,4,246,0.020933234666554612,0.004683163872638563,-495.89455697264543,-478.3678992929836,Skewness + Kurtosis,0.04229098839915911,False
model_0529,Skewness + Kurtosis + Mean + T-3 Return,4,246,0.019005358596965727,0.0027232898599859334,-495.41063573994734,-477.88397806028553,Skewness + Kurtosis,0.042297890706364485,False
model_0514,Skewness + Kurtosis + Mean,3,246,0.01892884176824805,0.006766802616614664,-497.3914486771307,-483.3701225334013,Skewness + Kurtosis,0.04232625821529421,False
model_0279,Kurtosis + Std + T-2 Return,3,246,0.01851365535961591,0.006346469269032595,-497.2873642282443,-483.2660380845149,Kurtosis,0.042375544679094865,False
model_0413,Kurtosis + Mean + Median + VIX + T-1 Return,5,246,0.023906660473219987,0.0035713825664120957,-494.64279575937803,-473.61080654378384,Kurtosis,0.04249807043098854,False
model_0641,Skewness + Kurtosis + T-1 Return + T-3 Return + T-4 Return,5,246,0.020973310388439415,0.0005769210215319509,-493.9046265917027,-472.8726373761085,Skewness + Kurtosis,0.04251511758704312,False
model_0490,Kurtosis + Median + VIX + T-1 Return + T-4 Return,5,246,0.023731037826715373,0.0033921011147720614,-494.59853842955863,-473.56654921396444,Kurtosis,0.04278780903368174,False
model_0274,Kurtosis + Mean + T-4 Return,3,246,0.018131073218082938,0.0059591443736789484,-497.1914924220782,-483.1701662783488,Kurtosis,0.04278921553824122,False
model_0435,Kurtosis + Mean + VIX + T-1 Return + T-4 Return,5,246,0.023735750381519316,0.0033969118478009985,-494.59972590076245,-473.56773668516826,Kurtosis,0.042798077543237854,False
model_0375,Kurtosis + Fear and Greed Index + T-2 Return + T-4 Return,4,246,0.02257114183526343,0.006348256222570736,-496.3064416227228,-478.779783943061,Kurtosis,0.04279903114501687,False
model_0287,Kurtosis + Median + T-4 Return,3,246,0.018131138270545577,0.005959210232577061,-497.1915087204925,-483.17018257676307,Kurtosis,0.04279916402273727,False
model_0349,Kurtosis + Std + T-2 Return + T-3 Return,4,246,0.018518706266377416,0.00222856031229246,-495.2886301921235,-477.7619725124617,Kurtosis,0.04295344860939208,False
model_0568,Skewness + Kurtosis + Mean + Median + T-1 Return,5,246,0.022887270349231104,0.002530755148173469,-494.3860179444539,-473.3540287288597,Skewness + Kurtosis,0.043023131034315834,False
model_0315,Kurtosis + Mean + Median + T-4 Return,4,246,0.018150177743664897,0.001853915133601336,-495.1962789662773,-477.6696212866155,Kurtosis,0.043215711111979756,False
model_0367,Kurtosis + Fear and Greed Index + VIX + T-1 Return,4,246,0.023330893231506278,0.007120617600493984,-496.49773075586495,-478.97107307620314,Kurtosis,0.0433583364855968,False
model_0330,Kurtosis + Mean + T-3 Return + T-4 Return,4,246,0.018138773149710685,0.001842321251780632,-495.19342159058147,-477.66676391091966,Kurtosis,0.043389367036996404,False
model_0366,Kurtosis + Median + T-3 Return + T-4 Return,4,246,0.01813884524276199,0.0018423945413971188,-495.19343965310463,-477.6667819734428,Kurtosis,0.043397563417263724,False
model_0499,Kurtosis + Fear and Greed Index + VIX + T-1 Return + T-3 Return,5,246,0.023575439080260274,0.003233260727765752,-494.5593338219164,-473.52734460632223,Kurtosis,0.04345226393162075,False
model_0674,Skewness + Kurtosis + Mean + Median + T-1 Return + T-3 Return,6,246,0.02291634414851973,-0.0016129526510990644,-492.3933377355236,-467.85601698399705,Skewness + Kurtosis,0.04349482178460357,False
model_0422,Kurtosis + Mean + Median + T-3 Return + T-4 Return,5,246,0.018155192832212896,-0.0022999073171159345,-493.19753548729045,-472.16554627169626,Kurtosis,0.04380218393065295,False
model_0755,Skewness + Kurtosis + Fear and Greed Index + VIX + T-1 Return + T-3 Return,6,246,0.023609993101086135,-0.0009018899172965611,-492.56803950167136,-468.03071875014484,Skewness + Kurtosis,0.04391719322782609,False
model_0623,Skewness + Kurtosis + Fear and Greed Index + VIX + T-1 Return,5,246,0.023355091097381098,0.0030083221619099376,-494.5038257052256,-473.4718364896314,Skewness + Kurtosis,0.04395463116621694,False
model_0621,Skewness + Kurtosis + Median + T-2 Return + T-4 Return,5,246,0.02001328781964029,-0.0004031020174504185,-493.66351995035575,-472.63153073476155,Skewness + Kurtosis,0.04419480622720889,False
model_0753,Skewness + Kurtosis + Median + T-2 Return + T-3 Return + T-4 Return,6,246,0.020083754232694595,-0.0045166536108360855,-491.6812093339536,-467.14388858242705,Skewness + Kurtosis,0.044224172894723114,False
model_0585,Skewness + Kurtosis + Mean + T-2 Return + T-4 Return,5,246,0.02001403122535994,-0.0004023431241115816,-493.66370656296385,-472.63171734736966,Skewness + Kurtosis,0.04423815995213324,False
model_0698,Skewness + Kurtosis + Mean + T-2 Return + T-3 Return + T-4 Return,6,246,0.020084193477553747,-0.00451620333890923,-491.6813196028261,-467.14399885129956,Skewness + Kurtosis,0.044269641466670534,False
model_0519,Skewness + Kurtosis + T-1 Return,3,246,0.020503238696173764,0.00836071686182871,-497.78654004189525,-483.7652138981658,Skewness + Kurtosis,0.04446992196116044,False
model_0258,Kurtosis + Mean,2,246,0.017776094696432487,0.009691947327678863,-499.1025712510925,-488.5865766432954,Kurtosis,0.04453220364262897,False
model_0260,Kurtosis + Median,2,246,0.017776042039952533,0.009691894237812249,-499.102558063169,-488.5865634553719,Kurtosis,0.04454157275740399,False
model_0268,Kurtosis + Mean + Median,3,246,0.017837042716763785,0.005661468866145047,-497.11783628191915,-483.09651013818973,Kurtosis,0.04465470631413597,False
model_0554,Skewness + Kurtosis + T-1 Return + T-3 Return,4,246,0.020539403949759727,0.004282796546436263,-495.79562309043604,-478.26896541077423,Skewness + Kurtosis,0.04472054665835349,False
model_0531,Skewness + Kurtosis + Std + Median,4,246,0.01899764456364239,0.0027154477929145493,-495.4087013310766,-477.8820436514148,Skewness + Kurtosis,0.04486738444558655,False
model_0591,Skewness + Kurtosis + Std + Median + T-3 Return,5,246,0.019062803079303303,-0.0013733885232112275,-493.4250412787976,-472.3930520632034,Skewness + Kurtosis,0.0448912913662492,False
model_0613,Skewness + Kurtosis + Median + VIX + T-1 Return,5,246,0.023412541588853975,0.0030669695386218443,-494.5182969183213,-473.4863077027271,Skewness + Kurtosis,0.04493302350575094,False
model_0577,Skewness + Kurtosis + Mean + VIX + T-1 Return,5,246,0.023420205109981218,0.0030747927164391786,-494.520227348185,-473.4882381325908,Skewness + Kurtosis,0.04493885307401402,False
model_0523,Skewness + Kurtosis + Mean + Std,4,246,0.018994057502079054,0.002711801195059649,-495.4078018270884,-477.8811441474266,Skewness + Kurtosis,0.044984385305046025,False
model_0547,Skewness + Kurtosis + Fear and Greed Index + T-3 Return,4,246,0.021810264984331473,0.005574750710212517,-496.1150180849977,-478.5883604053359,Skewness + Kurtosis,0.044987779097373545,False
model_0357,Kurtosis + Median + VIX + T-1 Return,4,246,0.023313642169367266,0.007103080213672119,-496.4933856570201,-478.9667279773583,Kurtosis,0.04499384522064587,False
model_0321,Kurtosis + Mean + VIX + T-1 Return,4,246,0.023319650961434846,0.007109188736728389,-496.4948991084816,-478.9682414288198,Kurtosis,0.04499757939577841,False
model_0564,Skewness + Kurtosis + Mean + Std + T-3 Return,5,246,0.01905931246331516,-0.0013769518603656827,-493.42416590165,-472.3921766860558,Skewness + Kurtosis,0.04500728731871931,False
model_0745,Skewness + Kurtosis + Median + VIX + T-1 Return + T-3 Return,6,246,0.02348398803160534,-0.0010310582939609958,-492.5362947614374,-467.99897400991085,Skewness + Kurtosis,0.04501244715711126,False
model_0690,Skewness + Kurtosis + Mean + VIX + T-1 Return + T-3 Return,6,246,0.023491399637722177,-0.0010234606224186482,-492.53816187063103,-468.0008411191045,Skewness + Kurtosis,0.045020390846497095,False
model_0604,Skewness + Kurtosis + Std + T-1 Return + T-4 Return,5,246,0.02097994965115335,0.0005836986022190738,-493.9062948446551,-472.8743056290609,Skewness + Kurtosis,0.04511524048428071,False
model_0273,Kurtosis + Mean + T-3 Return,3,246,0.01778589417227816,0.005609686248793988,-497.10502556224355,-483.08369941851413,Kurtosis,0.0451281130047569,False
model_0286,Kurtosis + Median + T-3 Return,3,246,0.017785870774595147,0.005609662561056994,-497.1050197021873,-483.08369355845787,Kurtosis,0.04513539998322841,False
model_0498,Kurtosis + Fear and Greed Index + VIX + T-1 Return + T-2 Return,5,246,0.02337030501647186,0.003023853037648405,-494.50765785876797,-473.4756686431738,Kurtosis,0.04515696816825343,False
model_0314,Kurtosis + Mean + Median + T-3 Return,4,246,0.017841663140326314,0.0015402799559334213,-495.1189935510481,-477.5923358713863,Kurtosis,0.045256669242814115,False
model_0291,Kurtosis + Fear and Greed Index + T-3 Return,3,246,0.021687582795941296,0.009559742913246239,-498.0841672951333,-484.06284115140386,Kurtosis,0.045261208473195036,False
model_0489,Kurtosis + Median + VIX + T-1 Return + T-3 Return,5,246,0.023360000950431337,0.003013334303565429,-494.5050624155954,-473.4730732000012,Kurtosis,0.04527054116494997,False
model_0434,Kurtosis + Mean + VIX + T-1 Return + T-3 Return,5,246,0.023365679991679045,0.003019131658172469,-494.5064928794409,-473.4745036638467,Kurtosis,0.04527885421553937,False
model_0732,Skewness + Kurtosis + Std + T-1 Return + T-3 Return + T-4 Return,6,246,0.021010031752892178,-0.003567122261679545,-491.9138537406343,-467.3765329891078,Skewness + Kurtosis,0.04553994557000753,False
model_0754,Skewness + Kurtosis + Fear and Greed Index + VIX + T-1 Return + T-2 Return,6,246,0.02339496733449209,-0.001122313820290488,-492.51387004632284,-467.9765492947963,Skewness + Kurtosis,0.04574911718422147,False
model_0630,Skewness + Kurtosis + Fear and Greed Index + T-2 Return + T-3 Return,5,246,0.021825047159597544,0.001446402308755923,-494.118735607746,-473.0867463921518,Skewness + Kurtosis,0.045880534551135395,False
model_0299,Kurtosis + T-1 Return + T-4 Return,3,246,0.0200752636496222,0.007927436339493443,-497.6790778513946,-483.65775170766517,Kurtosis,0.04611478248952214,False
model_0374,Kurtosis + Fear and Greed Index + T-2 Return + T-3 Return,4,246,0.02170215116792862,0.005464842473620446,-496.0878305893225,-478.5611729096607,Kurtosis,0.04616320644838443,False
model_0309,Kurtosis + Mean + Std + T-4 Return,4,246,0.018152250360835454,0.0018560221510568464,-495.19679825583717,-477.67014057617536,Kurtosis,0.04629047627771169,False
model_0336,Kurtosis + Std + Median + T-4 Return,4,246,0.018152585740139004,0.0018563630968219114,-495.19688228446853,-477.6702246048067,Kurtosis,0.0462925095962633,False
model_0645,Skewness + Kurtosis + Mean + Std + Median + T-1 Return,6,246,0.02289335456557795,-0.001636519378382495,-492.3875497246015,-467.850228973075,Skewness + Kurtosis,0.04634012126327087,False
model_0546,Skewness + Kurtosis + Fear and Greed Index + T-2 Return,4,246,0.021342603474721278,0.005099327183845315,-495.99743635702293,-478.4707786773611,Skewness + Kurtosis,0.04645077761670619,False
model_0762,Skewness + Kurtosis + Fear and Greed Index + T-1 Return + T-3 Return + T-4 Return,6,246,0.02365500362627726,-0.00085574942076172,-492.5793800974823,-468.04205934595575,Skewness + Kurtosis,0.04646808552618247,False
model_0640,Skewness + Kurtosis + T-1 Return + T-2 Return + T-4 Return,5,246,0.021379334103151848,0.0009914035636342522,-494.00666931657884,-472.97468010098464,Skewness + Kurtosis,0.046487037632254355,False
model_0290,Kurtosis + Fear and Greed Index + T-2 Return,3,246,0.02123907031800909,0.009105670363273588,-497.97141314447435,-483.95008700074493,Kurtosis,0.04657317159158835,False
model_0461,Kurtosis + Std + Fear and Greed Index + VIX + T-4 Return,5,246,0.024517238038967437,0.004194680498112668,-494.7967247667684,-473.7647355511742,Kurtosis,0.046578621127342235,False
model_0712,Skewness + Kurtosis + Std + Median + T-2 Return + T-4 Return,6,246,0.020073972450069588,-0.00452668096122566,-491.6787537092755,-467.141432957749,Skewness + Kurtosis,0.04660340949468639,False
model_0392,Kurtosis + Mean + Std + Median + T-4 Return,5,246,0.01816659229924167,-0.002288270361190614,-493.20039162621174,-472.16840241061755,Kurtosis,0.046657183879935754,False
model_0662,Skewness + Kurtosis + Mean + Std + T-2 Return + T-4 Return,6,246,0.020070711977761113,-0.0045300232863954015,-491.6779352037647,-467.1406144522382,Skewness + Kurtosis,0.04672030187429361,False
model_0385,Kurtosis + T-1 Return + T-3 Return + T-4 Return,4,246,0.02007641674459759,0.003812124906333758,-495.6793673241675,-478.1527096445057,Kurtosis,0.04672274466274746,False
model_0407,Kurtosis + Mean + Std + T-3 Return + T-4 Return,5,246,0.018157761927096172,-0.002297284699422475,-493.1981791716728,-472.1661899560786,Kurtosis,0.04679326017635492,False
model_0457,Kurtosis + Std + Median + T-3 Return + T-4 Return,5,246,0.01815806953652399,-0.0022969706814650603,-493.1982562430476,-472.1662670274534,Kurtosis,0.046793465563028866,False
model_0768,Skewness + Kurtosis + T-1 Return + T-2 Return + T-3 Return + T-4 Return,6,246,0.021412379111111823,-0.0031546741329606665,-492.0149761197065,-467.47765536817997,Skewness + Kurtosis,0.046793819955787054,False
model_0717,Skewness + Kurtosis + Std + Fear and Greed Index + VIX + T-4 Return,6,246,0.024571594856179657,8.385246763187304e-05,-492.8104330045019,-468.27311225297535,Skewness + Kurtosis,0.04697120073592179,False
model_0506,Kurtosis + Fear and Greed Index + T-1 Return + T-3 Return + T-4 Return,5,246,0.023488422065031322,0.003144430858052827,-494.537411767903,-473.5054225523088,Kurtosis,0.04701768843446211,False
model_0534,Skewness + Kurtosis + Std + T-1 Return,4,246,0.020586695980816083,0.0043308735074686355,-495.8075011798237,-478.2808435001619,Skewness + Kurtosis,0.047278621597562916,False
model_0541,Skewness + Kurtosis + Median + T-2 Return,4,246,0.019416387999536378,0.0031411413273295663,-495.51372949553615,-477.98707181587434,Skewness + Kurtosis,0.04740024291003623,False
model_0528,Skewness + Kurtosis + Mean + T-2 Return,4,246,0.01941809191049615,0.003142873518969136,-495.51415695776905,-477.98749927810724,Skewness + Kurtosis,0.047442266452346935,False
model_0620,Skewness + Kurtosis + Median + T-2 Return + T-3 Return,5,246,0.019480636937681872,-0.0009468497927829223,-493.52984821952987,-472.4978590039357,Skewness + Kurtosis,0.04745824171902081,False
model_0584,Skewness + Kurtosis + Mean + T-2 Return + T-3 Return,5,246,0.019482045056067765,-0.0009454123385974622,-493.5302014990111,-472.49821228341693,Skewness + Kurtosis,0.0475025440621829,False
model_0298,Kurtosis + T-1 Return + T-3 Return,3,246,0.019864200654494013,0.007713756860954657,-497.6260983683053,-483.60477222457587,Kurtosis,0.04771805504574297,False
model_0629,Skewness + Kurtosis + Fear and Greed Index + T-1 Return + T-4 Return,5,246,0.023166239158531554,0.0028155358076676906,-494.4562617591007,-473.4242725435065,Skewness + Kurtosis,0.04773256236458702,False
model_0704,Skewness + Kurtosis + Std + Median + VIX + T-1 Return,6,246,0.02345338876565839,-0.0010624257423166306,-492.5285864377677,-467.99126568624115,Skewness + Kurtosis,0.047751445528484114,False
model_0603,Skewness + Kurtosis + Std + T-1 Return + T-3 Return,5,246,0.020610550868741084,0.00020660401183991706,-493.8134929035134,-472.7815036879192,Skewness + Kurtosis,0.047759306362586726,False
model_0654,Skewness + Kurtosis + Mean + Std + VIX + T-1 Return,6,246,0.02345770774909528,-0.001057998332517407,-492.5296744270786,-467.99235367555207,Skewness + Kurtosis,0.04782775115922525,False
model_0448,Kurtosis + Std + Median + VIX + T-1 Return,5,246,0.02334479389547417,0.0029978104349632773,-494.5012320314222,-473.469242815828,Kurtosis,0.04796832984046833,False
model_0275,Kurtosis + Std + Median,3,246,0.017810226381956507,0.0056343200974352525,-497.11111975055564,-483.0897936068262,Kurtosis,0.04797275489952584,False
model_0267,Kurtosis + Mean + Std,3,246,0.017809602529614166,0.005633688511386126,-497.11096350007165,-483.0896373563422,Kurtosis,0.047977991314992814,False
model_0373,Kurtosis + Fear and Greed Index + T-1 Return + T-4 Return,4,246,0.02303446952052346,0.006819273993893149,-496.42307991576286,-478.89642223610105,Kurtosis,0.04800211836787693,False
model_0398,Kurtosis + Mean + Std + VIX + T-1 Return,5,246,0.023348494735343728,0.0030015883756634443,-494.5021642010631,-473.47017498546893,Kurtosis,0.04803487775427138,False
model_0303,Kurtosis + Mean + Std + Median,4,246,0.017859291769577568,0.001558201176541596,-495.12340901192874,-477.59675133226693,Kurtosis,0.048093076178146135,False
model_0329,Kurtosis + Mean + T-2 Return + T-4 Return,4,246,0.018793062056391197,0.002507469725376965,-495.3574047674165,-477.8307470877547,Kurtosis,0.048346545085743486,False
model_0365,Kurtosis + Median + T-2 Return + T-4 Return,4,246,0.018792943214865576,0.002507348911377938,-495.35737497246464,-477.83071729280283,Kurtosis,0.0483473161436165,False
model_0673,Skewness + Kurtosis + Mean + Median + T-1 Return + T-2 Return,6,246,0.02338687280142826,-0.0011306115633893388,-492.51183109831913,-467.9745103467926,Skewness + Kurtosis,0.04839338524109671,False
model_0421,Kurtosis + Mean + Median + T-2 Return + T-4 Return,5,246,0.01884351914880844,-0.0015972408689246542,-493.3700552730452,-472.338066057451,Kurtosis,0.04845871397921037,False
model_0335,Kurtosis + Std + Median + T-3 Return,4,246,0.01781687873393656,0.00151508419010149,-495.1127859093499,-477.5861282296881,Kurtosis,0.04847093994864662,False
model_0308,Kurtosis + Mean + Std + T-3 Return,4,246,0.01781628934112356,0.0015144850148351985,-495.11263828862093,-477.5859806089591,Kurtosis,0.04847805534942851,False
model_0553,Skewness + Kurtosis + T-1 Return + T-2 Return,4,246,0.021006277321365396,0.004757418853670314,-495.9129103311873,-478.38625265152547,Skewness + Kurtosis,0.048573692812412514,False
model_0391,Kurtosis + Mean + Std + Median + T-3 Return,5,246,0.017862464923211308,-0.0025987337242217023,-493.1242038033963,-472.0922145878021,Kurtosis,0.048621575016960274,False
model_0639,Skewness + Kurtosis + T-1 Return + T-2 Return + T-3 Return,5,246,0.02103564216737297,0.0006405513791932771,-493.9202891940856,-472.88829997849143,Skewness + Kurtosis,0.04891052896887623,False
model_0497,Kurtosis + Median + T-2 Return + T-3 Return + T-4 Return,5,246,0.01879922978605353,-0.0016424529267369259,-493.3589510938916,-472.3269618782974,Kurtosis,0.049027075427309,False
model_0442,Kurtosis + Mean + T-2 Return + T-3 Return + T-4 Return,5,246,0.018799324379963567,-0.0016423563621204007,-493.3589748098361,-472.32698559424193,Kurtosis,0.049028941197406375,False
model_0348,Kurtosis + Std + T-1 Return + T-4 Return,4,246,0.020107484420823996,0.0038437082286385538,-495.6871666767263,-478.1605089970645,Kurtosis,0.04908489869672024,False
model_0761,Skewness + Kurtosis + Fear and Greed Index + T-1 Return + T-2 Return + T-4 Return,6,246,0.023181858853391968,-0.001340772305100213,-492.4601953615322,-467.9228746100057,Skewness + Kurtosis,0.049211542022252176,False
model_0505,Kurtosis + Fear and Greed Index + T-1 Return + T-2 Return + T-4 Return,5,246,0.02305190653368372,0.002698821253135586,-494.4274705962773,-473.3954813806831,Kurtosis,0.04946785834212415,False
model_0590,Skewness + Kurtosis + Std + Median + T-2 Return,5,246,0.019499409701169923,-0.000927685930055544,-493.5345581153272,-472.502568899733,Skewness + Kurtosis,0.049654473557619525,False
model_0337,Kurtosis + Std + Fear and Greed Index + VIX,4,246,0.02318105214052213,0.006968289520447812,-496.4599922006,-478.9333345209382,Kurtosis,0.049738085924215816,False
model_0711,Skewness + Kurtosis + Std + Median + T-2 Return + T-3 Return,6,246,0.01955185939135795,-0.005061901460741813,-491.54771768812566,-467.01039693659914,Skewness + Kurtosis,0.04975500777501118,False
model_0563,Skewness + Kurtosis + Mean + Std + T-2 Return,5,246,0.01949625955026879,-0.0009309017091005956,-493.53376776814684,-472.50177855255265,Skewness + Kurtosis,0.049780667778068666,False
model_0313,Kurtosis + Mean + Median + T-2 Return,4,246,0.018586773240131582,0.0022977570283495563,-495.30569119603956,-477.77903351637775,Kurtosis,0.04978396559762719,False
model_0661,Skewness + Kurtosis + Mean + Std + T-2 Return + T-3 Return,6,246,0.019548790154549356,-0.005065047749520435,-491.54694760040593,-467.0096268488794,Skewness + Kurtosis,0.04988031526035364,False
model_0744,Skewness + Kurtosis + Median + VIX + T-1 Return + T-2 Return,6,246,0.023544115900296703,-0.0009694209390262998,-492.55144239948845,-468.01412164796193,Skewness + Kurtosis,0.049929796020209596,False
model_0689,Skewness + Kurtosis + Mean + VIX + T-1 Return + T-2 Return,6,246,0.023551896411011852,-0.00096144510168239,-492.5534025630684,-468.0160818115419,Skewness + Kurtosis,0.04993700173723802,False
