date,11500,11625,11750,11875,12000,12125,12250,12375,12500,12625,12750,12875,13000,13125,13250,13375
2020-08-18,0.0,0.0,0.0,60.3,52.58,52.72,52.68,54.15,60.82,66.89,63.14,61.95,72.96,67.46,70.69,81.0
2020-08-19,59.22,41.59,42.41,51.62,57.05,78.42,60.65,55.93,76.27,68.04,82.84,0.0,105.0,77.61,0.0,0.0
