date,93000,94000,95000,95500,96000,96500,97000,97500,98000,98500,99000,100000,101000,102000,103000,104000,106000,108000,110000
2025-02-07,55.38,52.84,38.41,0.0,36.36,0.0,37.08,0.0,35.75,0.0,35.68,35.33,38.9,39.08,39.89,45.75,49.92,58.85,50.5
2025-02-08,40.01,39.13,35.92,0.0,30.61,0.0,28.81,0.0,30.38,0.0,31.96,33.08,39.85,39.74,40.93,50.36,0.0,0.0,0.0
2025-02-09,44.93,47.51,54.2,63.4,53.33,52.66,53.16,49.52,55.09,50.53,55.12,59.03,77.3,63.87,0.0,0.0,0.0,0.0,0.0
