,14000,16250,16500,16750,17000,17250,17500,17750,18000,19000
2023-01-09,0,0.0,0.0,33.18,26.38,27.03,28.66,32.63,37.57,0
2023-01-10,0,0,0,0,38.01,28.62,31.95,42.09,56.57,0
