date,92000,93000,93500,94000,94500,95000,95500,96000,96500,97000,97500,98000,98500,99000,100000,101000,102000,103000,104000,105000,106000,107000,108000,109000,110000,111000,112000,114000,116000,118000,120000,122000
2024-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,61.51,57.19,54.59,54.76,55.13,57.11,55.39,55.04,55.12,58.61,58.32,50.02,63.52,52.42,72.12,61.35,63.67,64.88,71.91
2024-12-19,0.0,0.0,0.0,69.81,0.0,0.0,0.0,67.21,0.0,64.27,0.0,56.58,0.0,61.18,55.98,56.76,61.34,64.52,65.77,74.86,68.05,74.68,82.63,74.36,83.85,85.39,100.18,104.93,115.33,106.92,153.26,0.0
2024-12-20,95.02,73.11,96.19,64.79,77.24,53.12,52.21,44.93,39.25,36.84,37.17,43.23,46.09,41.51,48.97,55.74,65.64,78.18,70.42,80.89,109.31,119.81,113.54,107.08,115.6,125.86,99.12,139.38,150.66,125.8,0.0,0.0
