date,40000,42000,43000,44000,45000,46000,47000,48000,49000,50000,51000,52000,53000,54000,55000,56000,57000
2021-02-09,0.0,0.0,0.0,0.0,135.47,125.34,119.44,121.11,128.12,130.5,135.75,139.12,136.02,139.18,155.22,158.23,166.72
2021-02-10,89.36,117.61,127.05,124.4,124.97,113.89,123.47,123.64,138.57,157.86,182.05,177.52,156.49,131.25,147.95,159.83,159.3
