,17000,18000,18500,18750,19000,19250,19500,19750,20000,20250,20500,21000,22000
2022-09-15,0,0,96.72,0,86.96,0,72.84,0,65.32,0,61.97,65.5,79.81
2022-09-16,0,0,0,0,84.17,58.66,53.62,41.29,40.04,52.59,66.35,67.97,90.92
