date,61500,62000,62500,63000,63500,63750,64000,64250,64500,64750,65000,65250,65500,65750,66000,66250,66500,66750,67000,67250,67500,67750,68000,68500,69000,69500,70000,70500,71000,72000,73000,74000,75000,76000
2024-03-02,52.73,53.96,53.64,54.72,55.08,0.0,56.69,0.0,57.88,0.0,59.87,0.0,56.55,0.0,61.96,0.0,0.0,0.0,64.16,0.0,55.79,0.0,63.18,65.91,75.85,79.19,78.27,0.0,85.03,77.25,84.61,78.26,0.0,0.0
2024-03-03,69.97,69.5,76.32,76.47,77.79,0.0,81.19,0.0,83.11,0.0,82.94,0.0,85.62,0.0,82.63,0.0,84.47,0.0,84.2,0.0,87.31,0.0,88.54,77.45,91.65,94.69,99.09,0.0,98.22,102.19,106.42,120.96,101.12,107.66
2024-03-04,111.07,119.14,0.0,0.0,0.0,88.63,112.43,84.78,97.04,79.89,66.56,76.01,63.19,75.35,75.88,82.06,76.14,69.15,82.94,71.57,76.34,81.89,79.75,79.11,80.45,83.53,83.94,78.5,94.09,107.09,115.45,121.44,130.03,148.98
