date,6250,6500,6750,7000,7250,7500,7750,8000,8250,8500,8750,9000,9250,9500,9750,10000,10250,10500,10750
2020-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.81,56.45,58.04,60.05,63.4,66.48,70.13,69.9,76.91,0.0,0.0,0.0
2020-01-10,0.0,58.68,56.08,55.35,54.0,53.33,52.55,51.08,51.58,55.9,54.55,56.61,58.79,62.51,64.19,65.64,0.0,0.0,0.0
2020-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.14,54.77,56.75,58.03,59.81,58.72,61.94,63.75,0.0,72.31,0.0,0.0
2020-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.11,56.59,53.92,55.68,59.14,60.76,61.25,67.0,0.0,73.4,0.0,0.0
2020-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.15,52.88,51.92,54.54,56.83,61.08,0.0,65.59,72.44,70.27,0.0,0.0
2020-01-14,105.23,0.0,0.0,0.0,80.55,81.15,61.29,69.47,65.24,62.72,65.79,63.53,69.55,68.6,70.59,72.47,75.92,81.43,0.0
2020-01-15,0.0,0.0,0.0,0.0,0.0,0.0,80.6,0.0,66.08,60.1,59.94,64.32,66.42,68.49,68.8,73.89,76.39,80.78,83.75
2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.46,56.83,56.77,56.22,57.39,58.86,63.74,66.92,71.01,73.23,77.68,83.56
2020-01-17,0.0,0.0,83.81,90.94,78.61,81.46,0.0,63.81,61.78,59.5,57.18,55.84,56.97,61.76,68.83,67.6,72.72,76.92,81.57
2020-01-18,0.0,0.0,0.0,85.74,81.65,75.35,0.0,74.33,58.87,57.24,55.94,61.4,63.29,64.96,69.98,75.71,67.63,79.63,83.17
2020-01-19,0.0,152.34,136.93,101.57,95.2,96.91,107.32,80.47,54.4,59.16,58.09,59.46,59.6,72.09,70.8,75.47,81.66,87.47,94.97
2020-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.25,0.0,53.96,52.56,51.7,57.95,66.77,75.56,84.4,89.77,91.11,109.66
2020-01-21,0.0,208.44,0.0,0.0,0.0,0.0,0.0,74.0,49.74,47.68,49.68,51.85,62.98,71.61,77.12,81.7,93.5,113.23,0.0
2020-01-22,0.0,0.0,0.0,0.0,0.0,106.09,0.0,66.65,0.0,51.46,50.61,58.1,69.26,78.64,81.81,94.54,117.38,0.0,117.89
2020-01-23,0.0,0.0,0.0,0.0,0.0,170.06,123.91,102.0,48.67,55.5,76.21,106.45,91.51,122.8,0.0,212.61,0.0,0.0,251.15
