date,112000,113000,114000,115000,116000,117000,118000,119000,120000,121000,122000,124000,126000
2025-08-17,0.0,0.0,0.0,0.0,0.0,31.6,29.92,30.21,31.11,30.58,32.66,36.47,37.78
2025-08-18,0.0,0.0,37.34,32.75,29.93,28.62,27.03,28.83,34.41,38.58,38.75,42.67,51.5
2025-08-19,33.45,27.99,28.64,34.86,44.72,47.08,45.77,47.24,54.92,43.11,50.02,98.17,113.25
