date,11250,11625,11750,11875,12000,12125,12250,12375,12500,12625,12750,12875,13000
2020-08-09,0.0,43.15,44.06,42.98,54.54,54.57,61.75,67.56,75.47,80.91,81.56,0.0,0.0
2020-08-10,86.27,64.61,43.84,54.37,56.77,69.08,66.05,66.52,73.65,78.51,63.28,75.31,80.35
