date,9000,9125,9250,9375,9500,9625,9750,9875,10000,10125
2020-07-07,41.93,38.47,34.53,35.52,46.91,50.1,57.39,59.31,65.68,77.21
2020-07-08,108.47,40.31,62.46,31.48,41.39,53.03,68.17,78.97,73.38,83.62
