date,35000,36000,37000,38000,39000,40000,41000,42000,43000
2022-05-05,65.06,69.5,60.94,65.32,70.51,77.72,82.46,57.01,61.11
2022-05-06,78.16,52.83,54.39,72.09,94.24,118.93,0.0,0.0,0.0
