date,59000,60000,60500,61000,61500,62000,62500,63000,63500,64000,64500,65000,65500,66000,66500,67000,67500,68000,68500,69000,69500,70000,71000,72000,73000,74000
2024-09-29,0.0,0.0,0.0,0.0,0.0,44.21,0.0,0.0,0.0,0.0,40.81,39.97,38.66,42.49,41.66,42.37,44.22,40.39,45.76,45.16,44.58,43.98,45.79,50.62,52.84,0.0
2024-09-30,0.0,0.0,0.0,0.0,0.0,0.0,43.77,42.45,43.93,42.6,41.83,44.02,46.53,50.9,48.05,54.77,52.63,54.31,60.55,59.95,61.18,56.4,59.3,74.02,81.11,91.82
2024-10-01,92.76,65.9,57.4,49.72,50.84,51.64,52.53,55.78,65.41,68.06,72.44,81.46,63.12,71.96,51.05,64.22,70.61,55.35,0.0,59.69,64.43,98.54,79.88,0.0,0.0,0.0
