date,47000,48000,49000,50000,51000,52000,53000,54000,55000
2021-12-05,0.0,78.83,79.27,75.83,75.25,78.89,80.01,80.8,73.4
2021-12-06,112.6,108.12,86.93,68.2,67.96,70.55,88.3,97.23,0.0
