date,9875,10000,10125,10250,10375,10500,10625,10750,10875,11000,11125,11250,11375,11500
2020-09-13,0.0,0.0,39.19,45.54,47.64,42.92,52.62,41.97,46.57,55.06,58.76,63.59,71.04,75.84
2020-09-14,142.9,0.0,49.3,43.49,61.67,43.52,35.79,48.26,56.07,63.34,63.75,67.06,0.0,0.0
