date,19750,20000,20500,20750,21000,21250,21500,21750,22000,22500,23000,24000
2022-11-04,57.38,37.57,33.99,34.76,35.82,31.16,37.05,44.14,44.11,54.63,66.57,89.84
2022-11-05,0.0,0.0,50.11,48.04,39.19,36.41,31.47,54.62,49.95,56.19,0.0,0.0
