,35000,36000,37000,38000,39000,40000,41000,42000,43000,44000
2022-02-18,0,0,0,0,62.92,56.61,55.16,58.67,67.21,64.61
2022-02-19,0,0,0,0,45.61,33.52,50.5,76.79,96.37,0
