date,31000,32000,33000,34000,35000,36000,37000,38000,39000,40000,41000,42000,43000,44000,45000,46000,47000,48000,49000,50000,52000
2021-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.1,120.2,113.21,107.95,107.17,106.62,103.23,102.91,112.08,113.4,124.77
2021-05-19,257.39,241.49,351.78,0.0,249.27,215.83,217.12,187.17,182.81,195.53,171.72,174.55,221.11,218.35,210.43,360.7,177.07,469.68,500.0,134.19,239.98
