date,115000,116000,117000,118000,119000,120000,121000,122000,123000,124000,126000
2025-08-09,0.0,0.0,27.01,27.6,29.28,28.37,30.89,32.72,0.0,36.0,0.0
2025-08-10,30.54,30.06,25.95,28.68,30.97,32.98,34.14,37.5,0.0,39.95,0.0
2025-08-11,0.0,55.28,40.86,28.47,25.24,27.42,35.09,43.68,44.53,54.95,57.67
