date,6000,6250,6500,6750,7000,7250,7500,7750,8000,8250,8500,8750,9000,9250,9500
2019-11-28,0.0,0.0,0.0,0.0,56.86,64.63,60.39,60.04,61.5,61.36,64.05,63.01,68.53,67.64,0.0
2019-11-29,0.0,0.0,0.0,0.0,64.44,59.39,58.62,56.63,55.19,55.79,54.46,60.83,59.64,66.93,0.0
2019-11-30,0.0,0.0,0.0,0.0,0.0,0.0,52.17,52.19,53.21,53.27,60.07,63.19,65.07,63.27,70.29
2019-12-01,0.0,0.0,68.21,0.0,61.92,61.55,64.27,61.48,62.4,64.3,63.95,62.77,72.75,0.0,78.33
2019-12-02,0.0,0.0,59.67,57.06,59.03,55.72,56.5,58.76,63.47,65.76,69.02,72.97,76.32,76.3,73.99
2019-12-03,0.0,0.0,0.0,0.0,54.15,56.42,54.22,58.88,58.59,60.98,63.83,70.46,74.69,75.92,86.75
2019-12-04,63.96,0.0,70.88,77.71,51.87,55.25,55.43,61.7,63.1,71.67,72.27,74.26,77.39,78.64,86.11
2019-12-05,0.0,0.0,0.0,59.22,56.19,54.78,56.08,58.27,62.92,64.99,67.82,71.51,77.35,81.32,0.0
2019-12-06,0.0,0.0,0.0,0.0,50.0,47.72,50.29,48.88,55.91,59.72,58.43,65.0,69.85,81.07,81.91
2019-12-07,0.0,0.0,0.0,0.0,0.0,50.99,48.27,50.79,53.44,61.36,69.07,71.39,76.28,77.38,85.73
2019-12-08,0.0,0.0,70.28,57.46,0.0,54.98,54.07,55.17,61.95,65.6,72.21,76.07,88.68,91.77,92.39
2019-12-09,0.0,77.88,81.29,74.77,57.71,55.02,55.56,59.58,61.74,77.42,74.1,88.35,89.92,95.51,101.21
2019-12-10,0.0,0.0,74.63,70.58,57.34,50.88,58.52,67.44,71.16,78.29,79.78,85.48,97.13,0.0,122.17
2019-12-11,178.29,0.0,0.0,42.45,58.5,49.66,59.93,73.99,87.71,98.05,104.29,115.6,129.87,165.52,0.0
2019-12-12,0.0,0.0,0.0,93.33,79.24,61.73,101.13,115.31,118.01,107.31,160.5,0.0,0.0,0.0,0.0
