date,26750,27000,27250,27500,27750,28000,28250,28500,28750,29000,29500,30000
2023-09-30,0.0,22.68,23.59,25.51,27.43,29.53,0.0,32.88,0.0,36.13,0.0,0.0
2023-10-01,45.78,55.62,42.12,51.94,35.92,36.46,0.0,38.99,0.0,44.06,53.91,57.27
2023-10-02,0.0,80.33,39.45,29.43,30.04,37.68,44.01,52.47,56.71,54.46,58.68,90.95
