date,29750,30000,30250,30500,30750,31000,31250,31500,32000,32500,33000,33500,34000
2023-06-28,44.03,40.45,41.65,43.32,42.81,48.52,45.59,46.91,50.9,57.04,59.62,62.07,64.62
2023-06-29,0.0,45.35,34.47,33.85,34.86,39.59,38.25,39.74,47.68,55.55,54.13,66.4,76.1
2023-06-30,39.36,26.38,33.19,31.44,42.66,40.23,50.93,67.2,91.97,115.54,137.42,84.55,179.18
