,15000,19000,20000,21000,22000,23000,24000,24500,25000,25500,25750,26000,26250,26500,26750,27000,27250,27500,27750,28000,28500,29000,29500,30000,30500,31000,31500,32000,32500,33000,34000,35000,36000,37000,38000,39000,40000,41000,42000,43000,47000,48000,49000
2023-04-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.19,51.45,51.67,52.07,53.16,53.15,54.23,54.71,55.23,56.57,58.12,61.33,59.99,60.99,62.47,64.28,64.4,0,70.57,0,0,0
2023-04-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.78,45.89,46.58,49.67,47.25,46.63,51.1,49.58,49.16,50.88,52.77,54.07,55.59,56.13,57.14,61.42,65.11,60.18,0,66.55,0,0,0
2023-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.25,47.63,47.61,48.08,48.42,48.67,0,50.92,51.77,53.85,54.88,56.43,57.18,58.13,61.52,60.78,63.59,0,0,0,0
2023-04-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.2,47.47,49.22,49.46,49.91,50.65,51.8,52.07,52.71,54.8,55.47,55.64,55.99,59.27,61.14,61.01,62.39,63.78,0,0,0,0
2023-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.97,0,49.86,49.7,50.37,50.52,51.61,51.23,51.94,53.18,54.21,54.91,56.2,57.62,58.41,60.32,62.25,0,64.57,0,0,0,0,0,0,0
2023-05-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.01,0,51.76,49.69,50.95,50.66,50.03,50.22,51.51,51.23,52.61,52.86,54.75,56.18,57.47,58.8,0,60.81,61.4,0,0,0,0,0,0,0
2023-05-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.6,49.1,49.77,50.09,50.4,51.21,51.39,53.14,54.51,55.2,56.53,59.2,60.58,61.28,64.04,64.14,65.08,0,0,0,0,0,0,0
2023-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.36,49.7,48.02,49.56,50.28,51.3,52.62,54.34,53.33,55.75,56.04,57.14,62.18,62.8,65.23,0,64.37,0,0,0,0,0,0,0
2023-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.64,0,47.27,0,51.05,47.2,48.34,48.81,47.42,50.88,51.13,52.37,50.2,53.14,54.19,56.62,58.72,60.9,60.35,62.15,64.34,67.8,0,0,0,0,0,0
2023-05-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.23,0,47.19,47.02,47.12,46.59,49.03,48.02,51.58,49.69,51.43,54.61,55.57,55.78,58.72,61.06,65.26,65.32,0,66.57,74.43,0,0,0,0,0
2023-05-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.45,49.8,49.71,50.98,50.53,52.79,51.39,53.69,51.91,55.99,53.58,59.87,60.71,67.65,65.81,0,0,0,0,0,0,0,0
2023-05-08,0,0,0,0,0,0,0,0,0,0,0,0,0,49.21,0,48.73,0,47.4,0,46.93,48.23,48.77,49.89,50.29,51.99,52.95,54.63,55.45,57.08,59.21,58.4,65.27,69.28,76.12,76.14,0,0,0,0,0,0,0,0
