date,25250,25500,25750,26000,26250,26500,26750,27000,27250,27500,27750,28000,28500,29000,29500,30000
2023-06-05,38.7,36.82,34.27,34.93,35.35,36.37,39.85,44.43,45.95,49.27,50.08,51.71,62.93,46.78,0.0,0.0
2023-06-06,60.62,58.22,64.42,61.2,49.77,51.94,40.85,44.06,45.69,47.35,44.52,48.44,56.67,56.94,73.83,0.0
2023-06-07,0.0,0.0,178.5,60.17,37.87,39.29,37.04,52.84,68.27,66.7,71.68,78.43,73.96,79.11,0.0,206.9
