date,53000,53500,54000,54500,55000,55500,56000,56500,57000,57500,58000,58500,59000,59500,60000,61000,62000,63000,64000,65000,66000
2024-09-06,49.1,45.45,47.98,43.58,43.38,42.84,45.16,45.85,49.41,48.23,58.36,53.36,60.3,59.25,60.98,65.42,68.92,70.51,56.91,0.0,0.0
2024-09-07,44.72,43.48,41.65,38.63,39.99,40.28,41.67,41.62,44.38,41.68,49.15,46.09,46.91,51.0,56.17,65.11,77.87,80.16,0.0,0.0,103.92
2024-09-08,92.36,67.86,58.0,53.55,47.69,49.26,48.75,49.5,62.64,66.72,80.17,69.75,0.0,79.28,86.01,0.0,0.0,110.19,115.6,117.21,177.16
