date,70000,78000,79000,80000,81000,82000,83000,84000,85000,86000,87000,88000,88500,89000,89500,90000,90500,91000,91500,92000,92500,93000,94000,95000,96000,97000,98000,99000,100000,101000,102000,103000,104000,105000,106000,108000,110000,115000,120000,125000,130000,135000
2025-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.19,47.77,48.37,48.63,48.35,48.82,48.58,0.0,48.13,0.0,49.99,50.81,53.92,54.98,57.52,59.7
2025-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.44,0.0,45.64,46.02,46.66,47.17,46.8,47.75,47.99,48.58,49.04,48.78,48.81,49.5,50.18,51.59,55.43,55.55,58.49,60.28
2025-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.73,46.82,47.04,45.91,46.19,47.13,47.01,47.09,47.73,47.99,48.58,48.83,50.78,52.46,55.64,58.45,59.65
2025-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.37,46.87,46.93,46.87,46.93,47.63,47.73,47.13,48.5,48.9,49.71,51.89,54.74,54.57,57.69,61.32
2025-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.98,0.0,0.0,0.0,0.0,46.52,45.77,46.33,46.49,46.62,47.14,47.52,48.7,47.68,47.16,47.99,49.32,51.22,53.89,55.05,57.92,62.56,65.5
2025-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.47,0.0,0.0,0.0,47.46,0.0,45.83,45.27,47.58,47.21,47.19,47.29,46.97,47.68,47.69,48.55,48.95,47.16,47.79,49.49,50.62,49.93,54.52,57.34,62.94,60.43,0.0
2025-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.47,44.79,42.82,43.06,42.69,42.85,44.07,43.45,43.72,43.97,43.43,43.52,44.5,44.76,47.46,47.69,51.53,56.05,58.31,62.5,63.98
2025-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.3,0.0,0.0,0.0,42.11,0.0,42.43,0.0,42.99,42.47,44.66,41.83,42.38,43.48,42.31,42.38,43.09,42.91,43.22,42.54,43.61,45.39,47.63,54.93,59.74,60.6,60.51
2025-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.58,0.0,0.0,0.0,45.3,0.0,43.75,40.58,43.87,42.45,41.86,42.2,42.14,42.49,41.64,41.96,44.02,43.8,44.02,44.36,44.81,47.28,47.76,57.26,54.09,64.63,61.61
