date,33000,34000,35000,36000,37000,38000,39000,40000,42000
2021-06-06,0.0,0.0,93.2,88.59,90.69,88.05,86.43,85.57,106.99
2021-06-07,134.93,117.72,111.8,113.08,144.68,213.02,111.03,95.42,0.0
