date,6500,6625,6750,6875,7000,7125,7250,7375,7500,7625,7750
2020-04-17,69.81,66.32,57.4,51.55,51.11,51.68,63.23,69.5,65.49,74.18,0.0
2020-04-18,145.01,138.07,79.34,65.72,61.4,37.97,73.7,75.13,78.95,78.22,101.75
