date,55000,56000,57000,58000,58500,59000,59500,60000,60500,61000,61500,62000,62500,63000,63500,64000,64500,65000,65500,66000,66500,67000,67500,68000,68500,69000,70000,71000,72000,73000
2024-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.96,50.04,48.44,48.54,47.33,47.25,49.4,48.52,49.17,48.38,50.05,52.46,54.7,50.83,50.89,51.29,50.46,49.58,49.36,48.83,54.52
2024-08-03,0.0,0.0,0.0,0.0,0.0,0.0,56.73,0.0,53.17,48.35,53.46,50.11,55.04,57.27,57.13,62.49,65.4,61.77,65.45,81.21,66.14,53.24,51.4,54.97,59.11,90.92,68.24,0.0,0.0,86.41
2024-08-04,0.0,89.39,86.79,72.15,77.52,58.89,66.72,69.14,75.68,67.24,77.4,92.01,76.82,87.12,94.0,105.3,77.15,58.96,85.38,64.51,76.54,70.68,75.05,74.39,0.0,84.99,0.0,0.0,0.0,0.0
