,40000,42000,43000,44000,45000,46000,47000,48000,49000,50000,51000,52000,53000
2021-12-19,0,0,0,0,0,59.17,65.78,66.7,67.81,76.3,63.22,76.14,70.13
2021-12-20,0,0,0,0,78.48,71.1,58.76,64.79,80.22,72.41,83.06,0,0
