date,91000,92000,92500,93000,93500,94000,94500,95000,95500,96000,97000,97500,98000,98500,99000,99500,100000,101000,102000,103000,104000,106000,108000,110000,112000
2024-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.83,0.0,58.66,57.9,0.0,57.95,0.0,58.29,0.0,58.44,58.92,55.44,53.9,64.88,64.53,68.36,71.42,69.53
2024-12-23,66.08,56.16,0.0,54.92,0.0,53.53,0.0,52.23,0.0,52.44,52.11,0.0,54.34,0.0,56.67,0.0,57.67,65.61,64.6,67.29,72.35,79.6,88.23,94.96,102.23
2024-12-24,69.2,64.18,62.0,60.39,74.03,58.95,0.0,49.21,54.36,76.38,50.72,50.78,48.62,40.59,39.84,41.06,50.27,48.49,57.98,65.32,77.06,78.56,91.5,0.0,0.0
