date,92000,93000,93500,94000,94500,95000,95500,96000,96500,97000,97500,98000,98500,99000,99500,100000,101000,102000,103000,104000,105000,106000,108000,110000,112000,114000
2024-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.3,0.0,45.66,0.0,51.18,0.0,51.4,0.0,53.35,52.78,54.97,58.45,59.08,61.05,63.02,67.97,69.94,74.73,77.11
2024-11-24,0.0,0.0,0.0,0.0,0.0,73.52,0.0,66.77,0.0,67.93,0.0,70.63,0.0,68.65,0.0,67.06,67.77,71.25,72.25,78.13,78.48,80.11,86.26,86.88,93.7,94.62
2024-11-25,64.01,66.69,56.2,57.18,59.3,58.3,59.97,67.44,67.88,74.2,72.36,76.55,82.56,88.24,94.33,69.89,103.08,108.49,94.32,102.68,106.12,116.29,106.67,85.06,95.66,0.0
