date,82000,83500,84000,84500,85000,85500,86000,86500,87000,87500,88000,88500,89000,89500,90000,91000,92000,93000,94000,95000,96000,97000,98000,99000,100000,101000,102000,104000,106000,108000,110000
2025-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.15,48.34,47.42,47.4,49.57,51.0,51.05,50.9,56.41,57.49,53.79,52.01,58.85,0.0,0.0
2025-02-25,0.0,0.0,0.0,0.0,0.0,0.0,58.11,0.0,56.52,0.0,52.67,0.0,51.37,0.0,51.59,54.1,54.35,58.82,66.6,71.85,68.11,75.47,77.87,78.04,85.71,82.33,97.51,103.09,101.35,80.3,104.21
2025-02-26,99.58,61.03,56.75,56.91,53.82,51.78,59.92,62.82,58.34,69.46,75.86,69.07,84.72,78.97,95.58,98.92,116.21,117.2,108.28,76.13,80.08,84.39,162.13,105.9,149.39,96.31,104.95,116.31,129.31,146.43,0.0
