,19000,19500,20000,20500,21000,21500,22000,22500,23000,24000
2022-07-16,0,0,0,68.6,71.93,65.9,66.62,68.13,70.68,0
2022-07-17,0,0,0,68.48,61.15,78.25,80.71,63.45,72.25,105.31
