date,25250,25750,26000,26250,26500,27000,27500,28000
2023-09-02,0.0,23.25,25.03,24.58,26.54,29.82,38.55,40.61
2023-09-03,0.0,33.41,31.06,30.96,31.1,35.3,45.58,0.0
2023-09-04,40.95,18.76,17.22,29.22,42.34,54.4,50.62,0.0
