date,36000,37000,38000,39000,40000,41000,42000,43000
2022-02-03,61.91,66.18,59.91,60.13,63.9,0.0,0.0,0.0
2022-02-04,0.0,62.45,110.52,84.07,85.66,70.0,75.94,81.74
