date,114000,115000,115500,116000,116500,117000,117500,118000,119000,120000,121000,122000,123000,124000,125000,126000,128000,130000,132000,134000,136000,138000
2025-07-23,0.0,0.0,0.0,31.91,0.0,33.28,0.0,30.95,29.69,29.97,33.6,32.72,35.06,0.0,40.1,42.23,43.23,51.67,55.7,58.64,65.35,70.86
2025-07-24,0.0,0.0,0.0,18.77,0.0,29.48,0.0,28.13,27.29,29.88,31.45,32.39,38.69,36.91,45.78,40.92,44.88,54.03,68.47,0.0,0.0,71.66
2025-07-25,39.59,45.21,25.88,28.42,22.48,17.21,15.95,20.54,23.79,32.23,42.23,56.39,57.22,59.3,77.02,86.72,103.05,124.21,0.0,84.87,0.0,0.0
