,36000,38000,39000,40000,41000,42000,43000,44000,45000,46000,47000,48000
2022-02-15,0,0,0,0,0,0,61.46,57.25,58.49,58.91,55.28,64.47
2022-02-16,0,0,0,0,0,0,58.12,44.69,53.58,62.77,76.67,95.42
