,25000,28000,30000,32000,34000,35000,36000,37000,38000,39000,40000,41000,42000,43000,44000,45000,46000,47000,48000,50000,52000,55000,60000,65000,70000
2022-02-17,0,0,0,0,0,0,0,0,0,0,60.95,0,61.42,0,61.77,0,62.44,0,63.76,64.91,66.85,68.21,71.17,73.77,78.9
2022-02-18,0,0,0,0,0,0,0,0,61.37,0,59.42,0,58.81,0,57.74,0,58.95,0,61.08,62.77,64.87,66.48,70.81,82.12,0
2022-02-19,0,0,0,0,0,0,0,0,59.58,0,57.02,0,56.25,0,56.63,0,58.44,0,59.6,60.04,63.39,66.89,72.09,0,0
2022-02-20,0,0,0,0,0,0,0,0,61.53,0,61.65,0,59.53,0,61.94,0,63.27,0,65.95,70.28,74.78,82.16,81.33,0,0
2022-02-21,0,0,0,0,0,0,71.35,0,68.12,0,66.19,0,67.12,0,65.59,67.67,68.44,0,70.79,70.8,75.3,82.23,86.31,0,0
2022-02-22,0,0,0,0,0,0,73.39,0,65.36,0,64.57,0,62.63,0,62.9,66.02,65.42,0,68.45,0,72.69,81.42,87.99,0,0
2022-02-23,0,0,0,0,0,0,0,0,64.59,0,64.09,0,62.3,0,59.29,63.81,68.44,0,61.73,70.4,68.73,74.67,0,0,0
2022-02-24,0,0,0,0,79.96,0,75.32,0,70.69,0,69.73,0,68.74,0,68.97,72.2,68.87,0,73.68,76.41,79.31,85.28,91.26,0,0
2022-02-25,0,0,0,0,75.98,0,68.69,67.61,65.49,62.31,63.06,61.4,60.32,59.99,62.33,59.43,62.16,0,63.16,69.83,70.05,76.88,0,0,0
2022-02-26,0,0,0,0,73.27,0,66.88,0,64.27,64.57,63.27,61.25,59.9,62.0,59.4,59.43,62.58,0,65.62,67.99,75.9,85.72,0,0,0
2022-02-27,0,0,0,0,76.68,0,0,76.37,74.79,74.63,73.72,71.8,74.96,73.88,75.64,66.42,76.84,0,81.56,86.91,85.29,89.26,0,0,0
2022-02-28,0,0,0,0,81.38,0,83.04,81.02,76.36,74.18,95.96,67.13,77.71,72.87,72.48,70.76,70.34,0,68.14,74.51,75.8,82.5,94.53,0,0
2022-03-01,0,0,0,0,0,0,0,0,81.13,83.6,79.01,78.67,76.85,76.57,72.76,73.63,71.38,71.1,70.28,73.64,73.85,79.01,88.41,99.9,0
2022-03-02,0,0,0,0,0,0,92.39,0,83.94,81.21,78.42,73.3,71.04,75.12,69.33,65.76,65.69,64.42,64.85,68.37,71.6,77.66,88.21,95.71,0
2022-03-03,0,0,0,0,0,0,0,0,79.97,0,0,0,69.56,64.73,63.28,63.89,64.07,64.54,68.42,71.14,72.16,79.75,0,0,0
2022-03-04,0,0,0,0,0,0,77.44,0,81.32,78.02,77.92,77.39,73.68,75.94,75.17,75.74,78.04,77.79,79.18,74.73,93.61,88.92,0,0,0
2022-03-05,0,0,0,0,0,0,0,0,78.15,71.92,73.27,71.95,71.11,71.35,72.55,69.75,75.97,0,82.03,87.33,99.38,0,0,0,0
2022-03-06,0,0,0,0,0,0,86.78,79.96,74.16,74.63,70.64,77.26,75.82,76.38,83.22,82.85,82.89,78.26,93.64,91.38,114.74,0,0,0,0
2022-03-07,0,0,0,0,0,0,81.5,80.95,75.46,71.69,72.21,71.7,77.21,73.56,79.93,86.1,96.39,94.23,105.0,109.24,0,0,0,0,0
2022-03-08,0,0,0,0,0,0,90.28,80.03,76.94,73.66,69.31,72.43,79.83,82.29,84.9,88.97,0,0,0,0,0,0,0,0,0
2022-03-09,0,0,0,0,0,0,104.44,107.5,100.97,86.57,86.34,78.9,77.42,79.93,81.59,78.94,87.4,102.27,87.99,113.75,131.24,157.77,0,0,0
2022-03-10,0,0,0,0,205.66,0,53.54,108.06,63.07,67.32,66.93,73.14,110.65,115.76,104.38,198.91,135.78,0,167.03,0,0,0,0,0,0
