date,8500,8875,9000,9125,9250,9375,9500,9625,9750,9875
2020-03-05,65.87,48.44,44.78,44.05,47.54,53.47,56.66,63.27,72.72,64.3
2020-03-06,0.0,0.0,42.65,36.94,47.31,54.9,68.8,73.78,72.78,0.0
