date,8875,9000,9125,9250,9375,9500,9625,9750,9875,10000,10125,10250
2020-06-15,53.06,66.23,57.84,52.5,56.18,48.23,49.16,56.72,53.68,60.97,0.0,0.0
2020-06-16,0.0,0.0,71.79,54.3,50.51,55.41,52.45,59.74,64.72,77.74,60.98,75.24
