date,38000,39000,40000,41000,42000,43000,44000,45000,46000,47000,48000
2022-02-28,103.22,88.29,89.12,86.42,81.01,82.85,81.77,83.51,88.76,83.48,103.36
2022-03-01,121.53,110.24,0.0,100.01,94.7,0.0,77.73,78.16,94.0,99.21,96.9
