,9000,10000,11000,12000,13000,14000,14500,15000,15500,16000,16250,16500,16750,17000,17500,18000,18500,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000
2022-12-01,0,0,0,0,0,0,0,0,0,0,0,54.59,0,51.43,50.6,49.9,0,51.38,51.89,55.71,58.43,0,0,0,76.65,0,0
2022-12-02,0,0,0,0,0,0,0,0,0,0,0,51.18,0,49.55,48.69,47.77,0,47.78,49.51,53.01,56.23,59.56,61.02,67.87,73.75,0,0
2022-12-03,0,0,0,0,0,0,0,0,0,0,0,49.77,0,49.5,50.14,46.07,0,47.48,0,0,56.55,0,0,68.75,0,0,0
2022-12-04,0,0,0,0,0,0,0,0,0,0,0,53.14,0,50.71,50.64,48.21,0,48.76,50.25,55.41,0,0,63.88,0,0,0,0
2022-12-05,0,0,0,0,0,0,0,0,0,0,0,0,0,49.03,47.86,47.3,0,47.55,49.55,55.15,56.46,0,64.84,0,0,0,0
2022-12-06,0,0,0,0,0,0,0,0,0,0,0,0,0,50.35,48.78,47.94,0,48.16,50.85,56.56,58.57,61.5,67.1,73.95,0,0,0
2022-12-07,0,0,0,0,0,0,0,0,0,0,0,53.03,0,51.3,51.59,51.25,0,52.53,53.75,60.26,62.14,62.79,71.51,0,83.11,89.37,0
2022-12-08,0,0,0,0,0,0,0,0,0,0,0,48.82,0,46.65,45.01,43.28,0,43.42,47.12,54.14,60.21,0,73.6,81.34,0,93.23,0
2022-12-09,0,0,0,0,0,0,0,0,0,53.48,0,47.19,0,46.24,45.71,45.09,0,46.58,51.21,60.88,68.11,71.94,73.35,0,87.04,93.44,0
2022-12-10,0,0,0,0,0,0,0,0,0,51.58,0,49.07,0,47.83,45.59,44.66,0,45.23,51.65,57.92,0,73.6,0,0,0,0,0
2022-12-11,0,0,0,0,0,0,0,0,0,0,0,53.83,0,51.61,50.53,50.19,0,50.56,56.68,66.38,70.88,77.25,0,0,0,0,0
2022-12-12,0,0,0,0,0,0,0,0,0,56.78,0,52.68,0,49.81,49.32,50.56,0,50.61,56.7,66.05,0,75.64,0,0,0,0,0
2022-12-13,0,0,0,0,0,0,0,0,0,0,0,61.59,0,55.23,50.16,47.67,49.75,49.69,53.65,58.27,65.63,67.69,82.57,0,0,0,0
2022-12-14,0,0,0,0,0,0,0,0,0,0,0,50.2,0,43.78,48.48,39.74,40.48,41.44,46.03,56.5,65.93,69.26,0,0,0,0,0
2022-12-15,0,0,0,0,0,0,0,0,0,0,0,45.93,0,41.06,40.54,39.46,39.99,43.4,52.1,58.87,65.25,0,0,0,0,0,0
2022-12-16,0,0,0,0,0,0,0,0,0,0,0,47.45,0,47.48,45.64,48.11,55.04,57.13,60.66,61.16,0,0,0,0,0,0,0
2022-12-17,0,0,0,0,0,0,0,0,0,61.38,0,45.27,0,41.93,40.26,42.5,47.09,57.07,67.51,0,0,0,0,0,0,0,0
2022-12-18,0,0,0,0,0,0,0,0,0,0,0,55.32,0,49.76,47.51,49.3,55.41,61.32,72.61,0,0,0,0,0,0,0,0
2022-12-19,0,0,0,0,0,0,0,0,0,50.66,0,43.41,0,41.23,41.61,49.78,52.25,73.08,0,0,0,0,0,0,0,0,0
2022-12-20,0,0,0,0,0,0,0,0,0,57.49,0,39.21,0,34.0,37.69,48.64,58.63,67.58,89.61,0,0,0,0,0,0,0,0
2022-12-21,0,0,0,0,0,0,0,0,0,0,0,36.57,32.72,28.1,48.46,50.1,0,85.78,0,0,165.48,0,0,0,0,0,0
2022-12-22,0,0,0,0,0,0,0,0,0,0,0,44.72,31.66,35.9,68.1,98.15,125.55,0,0,0,0,243.78,0,0,0,0,0
