date,42000,44000,45000,46000,47000,48000,49000,50000,51000
2022-03-31,0.0,0.0,57.1,55.23,55.06,57.9,63.33,55.56,56.32
2022-04-01,93.03,82.27,0.0,39.39,36.22,54.76,72.47,0.0,0.0
