date,78500,79000,80500,81000,81500,82000,82500,83000,83500,84000,84500,85000,85500,86000,86500,87000,87500,88000,88500,89000,89500,90000,90500,91000,91500,92000,92500,93000,93500,94000,95000,96000,97000,98000,99000,100000,101000,102000,103000
2024-11-11,0.0,59.59,53.15,72.9,75.82,60.53,58.24,58.42,56.21,66.79,61.91,68.01,62.96,64.48,71.74,72.95,74.44,73.13,70.75,70.3,72.36,73.78,74.23,75.71,77.63,71.42,73.69,78.55,0.0,79.08,72.18,80.37,77.79,77.64,81.82,90.86,0.0,0.0,0.0
2024-11-12,0.0,0.0,0.0,0.0,78.24,0.0,82.94,0.0,0.0,0.0,71.63,70.54,69.46,67.73,70.32,65.39,68.29,68.61,67.08,63.2,69.62,63.8,70.19,71.72,70.61,66.42,71.13,68.15,69.69,70.25,73.68,78.87,91.64,82.49,82.39,89.55,91.75,95.34,96.33
2024-11-13,90.77,0.0,0.0,0.0,0.0,0.0,0.0,70.9,78.74,129.95,145.61,118.0,0.0,86.02,0.0,77.1,70.86,54.86,57.35,50.04,54.23,52.13,53.58,58.58,59.43,60.79,67.09,60.14,81.23,73.91,78.88,84.76,105.4,87.69,92.24,98.02,99.36,98.6,108.14
