date,33000,34000,35000,36000,37000,38000,39000,40000
2021-06-28,103.58,100.16,97.2,95.8,95.42,100.78,99.15,122.44
2021-06-29,133.46,98.43,97.7,96.95,95.11,98.1,91.73,110.44
