date,76000,77000,78000,79000,80000,81000,82000,83000,84000,84500,85000,85500,86000,86500,87000,87500,88000,89000,90000,92000,93000,93500,94000,94500,95000,96000,97000,98000,100000,102000
2025-02-28,75.84,0.0,71.92,73.17,69.41,63.35,55.82,61.25,48.4,0.0,41.52,0.0,40.38,0.0,41.17,0.0,38.68,43.87,40.41,50.84,0.0,0.0,63.78,0.0,0.0,62.92,0.0,75.64,0.0,0.0
2025-03-01,0.0,66.95,0.0,69.98,73.17,51.56,53.81,46.79,44.33,0.0,39.82,0.0,38.52,0.0,33.71,0.0,34.86,39.41,43.51,52.42,0.0,0.0,54.47,0.0,0.0,69.0,0.0,0.0,0.0,0.0
2025-03-02,0.0,0.0,0.0,0.0,107.78,104.44,189.3,183.24,0.0,110.93,0.0,155.4,145.16,110.03,87.94,147.59,0.0,88.72,0.0,92.98,77.64,88.14,71.09,75.85,82.87,77.95,79.22,96.76,99.22,125.98
