date,34000,35000,36000,37000,38000,39000,40000,41000,42000
2021-06-18,109.93,95.82,92.67,87.98,88.28,102.29,108.63,106.52,99.65
2021-06-19,100.95,68.23,83.86,80.9,83.14,101.2,114.87,0.0,0.0
