,39000,40000,41000,42000,43000,44000,45000,46000,47000
2022-01-16,0,0,0,49.2,47.48,49.14,47.25,56.81,58.22
2022-01-17,0,0,41.61,53.97,44.01,89.49,67.94,70.77,0
