date,10750,10875,11000,11125,11250,11375,11500,11625,11750,11875
2020-09-17,42.28,38.77,39.47,40.0,41.86,53.21,0.0,63.4,67.43,68.65
2020-09-18,49.5,40.34,42.7,50.69,52.75,71.21,53.33,0.0,0.0,0.0
