,34000,35000,36000,37000,38000,39000,40000,41000,42000,43000,44000,45000,46000
2021-07-29,0,0,0,0,83.34,83.83,77.33,78.72,84.95,80.46,96.21,102.41,119.89
2021-07-30,0,0,0,70.29,166.87,140.78,102.03,105.27,91.92,92.27,105.6,133.42,0
