date,90000,91000,92000,93000,94000,95000,95500,96000,96500,97000,97500,98000,98500,99000,100000,101000,102000,104000,106000,108000,110000,112000
2024-11-27,65.41,59.98,61.78,58.86,55.03,56.05,0.0,54.55,0.0,53.06,0.0,54.19,0.0,53.24,54.3,56.55,60.27,59.84,65.52,74.43,69.8,81.15
2024-11-28,64.14,0.0,0.0,49.01,51.11,47.43,0.0,47.71,0.0,45.65,0.0,48.35,0.0,47.03,48.84,54.55,58.76,67.58,65.09,68.67,75.5,108.06
2024-11-29,0.0,74.1,79.54,64.96,64.6,0.0,44.34,27.0,52.37,30.67,21.11,24.53,23.96,27.89,40.28,54.49,61.21,70.61,80.9,85.83,0.0,0.0
