,37000,38000,39000,40000,41000,42000,43000,44000,45000,46000
2022-03-19,0,0,0,0,54.74,59.24,54.43,57.51,63.56,0
2022-03-20,0,0,0,72.52,62.64,58.63,77.43,89.9,80.11,83.61
