date,60000,64000,64500,65000,65500,66000,66500,67000,67500,68000,68500,69000,69500,70000,70500,71000,71500,72000,72500,73000,73500,74000,74500,75000,76000,77000,78000,79000,80000,81000,82000
2024-03-06,0.0,0.0,91.63,87.71,0.0,86.23,90.63,80.16,81.44,78.84,80.76,82.26,81.61,82.1,86.28,88.92,88.32,88.9,90.4,91.88,102.15,101.78,106.01,96.29,106.71,111.1,99.39,110.83,107.01,106.85,114.64
2024-03-07,0.0,74.37,77.43,75.08,0.0,83.56,71.67,69.21,68.68,69.36,73.78,73.28,76.9,75.03,80.92,77.78,78.89,82.24,83.21,83.19,85.53,89.25,88.48,95.67,100.0,110.29,112.96,115.31,113.73,114.1,132.87
2024-03-08,233.92,103.84,100.31,0.0,96.3,80.27,76.8,0.0,88.24,54.6,47.99,53.22,55.07,57.95,74.62,69.28,75.14,88.02,82.1,96.22,101.43,104.69,114.3,118.9,129.92,134.04,155.59,116.59,156.7,134.77,171.74
