filter_rule,num_rules,n_obs_after_filter,retention_ratio,n_oos,r2_1pt,r2_2pt,mse_1pt,mse_2pt,r2_os_1pt,r2_os_2pt,delta_1pt_minus_2pt,p_count_lt_0_1_1pt,p_count_lt_0_1_2pt,all_p_le_0_1_1pt,all_p_le_0_1_2pt,coef_1pt_Kurtosis,p_1pt_Kurtosis,coef_1pt_Median,p_1pt_Median,coef_1pt_Fear and Greed Index,p_1pt_Fear and Greed Index,coef_2pt_Kurtosis,p_2pt_Kurtosis,coef_2pt_Median,p_2pt_Median,coef_2pt_Fear and Greed Index,p_2pt_Fear and Greed Index
T-3 Return >= -0.028431 AND Mean <= 66374.485907 AND Median <= 81856.120000,3,157,0.5924528301886792,37,0.04569960122788652,0.045468998893715806,0.007667898371790903,0.007669751284421971,0.011382433004243686,0.011060683508788971,0.0003217494954547151,3,3,True,True,-0.004169567423430929,0.08497190722800929,-8.525112866986165e-07,0.06115715590618244,0.0007473320129478883,0.045586966313543364,-0.004123693129936817,0.08693166755704075,-8.42116391880448e-07,0.06401432711900862,0.0007441831633215176,0.046357170832887526
T-3 Return >= -0.028431 AND Mean <= 66374.485907 AND Median <= 96165.020000,3,157,0.5924528301886792,37,0.04569960122788652,0.045468998893715806,0.007667898371790903,0.007669751284421971,0.011382433004243686,0.011060683508788971,0.0003217494954547151,3,3,True,True,-0.004169567423430929,0.08497190722800929,-8.525112866986165e-07,0.06115715590618244,0.0007473320129478883,0.045586966313543364,-0.004123693129936817,0.08693166755704075,-8.42116391880448e-07,0.06401432711900862,0.0007441831633215176,0.046357170832887526
T-3 Return >= -0.028431 AND Mean <= 66374.485907 AND Median <= 103346.700000,3,157,0.5924528301886792,37,0.04569960122788652,0.045468998893715806,0.007667898371790903,0.007669751284421971,0.011382433004243686,0.011060683508788971,0.0003217494954547151,3,3,True,True,-0.004169567423430929,0.08497190722800929,-8.525112866986165e-07,0.06115715590618244,0.0007473320129478883,0.045586966313543364,-0.004123693129936817,0.08693166755704075,-8.42116391880448e-07,0.06401432711900862,0.0007441831633215176,0.046357170832887526
T-3 Return >= -0.028431 AND Median <= 81856.120000 AND T-2 Return >= -0.110710,3,156,0.5886792452830188,36,0.04765509886427477,0.047529433359457585,0.007746777665450459,0.007747799882007584,0.010852250345453562,0.010487412112793804,0.0003648382326597588,3,3,True,True,-0.00449315909707993,0.06564754129001575,-7.668333761812095e-07,0.06665117862965542,0.0008232780914845187,0.0341369037547759,-0.004459446124167615,0.06644865743615098,-7.569946756330142e-07,0.06978775816328486,0.0008205949903811932,0.03459954791773174
T-3 Return >= -0.028431 AND Mean <= 81931.351554 AND T-2 Return >= -0.110710,3,156,0.5886792452830188,36,0.04765509886427477,0.047529433359457585,0.007746777665450459,0.007747799882007584,0.010852250345453562,0.010487412112793804,0.0003648382326597588,3,3,True,True,-0.00449315909707993,0.06564754129001575,-7.668333761812095e-07,0.06665117862965542,0.0008232780914845187,0.0341369037547759,-0.004459446124167615,0.06644865743615098,-7.569946756330142e-07,0.06978775816328486,0.0008205949903811932,0.03459954791773174
T-3 Return >= -0.028431 AND Kurtosis >= 0.896639 AND Median <= 81856.120000,3,157,0.5924528301886792,37,0.04882058672198997,0.048582993100209526,0.007447676932592176,0.007449537276194615,0.005505397954303826,0.004888650705855202,0.0006167472484486236,3,3,True,True,-0.005240770683766923,0.03708277902530726,-8.304792712767717e-07,0.05413455185864747,0.0006884872075925961,0.06073078194552229,-0.005205293203838917,0.0379220033272786,-8.192315178765089e-07,0.05702851180963639,0.0006850549266596985,0.061846125616249775
T-3 Return >= -0.028431 AND Kurtosis >= 0.896639 AND Mean <= 81931.351554,3,157,0.5924528301886792,37,0.04882058672198997,0.048582993100209526,0.007447676932592176,0.007449537276194615,0.005505397954303826,0.004888650705855202,0.0006167472484486236,3,3,True,True,-0.005240770683766923,0.03708277902530726,-8.304792712767717e-07,0.05413455185864747,0.0006884872075925961,0.06073078194552229,-0.005205293203838917,0.0379220033272786,-8.192315178765089e-07,0.05702851180963639,0.0006850549266596985,0.061846125616249775
T-3 Return >= -0.028431 AND Median <= 81856.120000 AND T-4 Return <= 0.139611,3,156,0.5886792452830188,36,0.03987827617758888,0.03975121681916194,0.007872669760392375,0.007873711603675412,0.004821286675187775,0.004355120105181576,0.000466166570006199,3,3,True,True,-0.0040425691871420755,0.09721931996210544,-7.554563067352319e-07,0.0807986691247907,0.00072128180621295,0.05873449615683556,-0.004008389492833626,0.09844665226684653,-7.467020828220395e-07,0.08392374469818799,0.0007186451051772919,0.05948599931048766
T-3 Return >= -0.028431 AND Mean <= 81931.351554 AND T-4 Return <= 0.139611,3,156,0.5886792452830188,36,0.03987827617758888,0.03975121681916194,0.007872669760392375,0.007873711603675412,0.004821286675187775,0.004355120105181576,0.000466166570006199,3,3,True,True,-0.0040425691871420755,0.09721931996210544,-7.554563067352319e-07,0.0807986691247907,0.00072128180621295,0.05873449615683556,-0.004008389492833626,0.09844665226684653,-7.467020828220395e-07,0.08392374469818799,0.0007186451051772919,0.05948599931048766
T-3 Return >= -0.036365 AND Median <= 81856.120000 AND VIX >= 13.498000,3,155,0.5849056603773585,35,0.042520130497698205,0.04237892890881778,0.007941462731216343,0.007942633875583343,-0.004308869144953098,-0.004931412531616219,0.0006225433866631214,3,3,True,True,-0.004259040051520903,0.0830726570899046,-7.448208637905891e-07,0.0823019135887638,0.0007303201431094021,0.05444615061606078,-0.004222840530569927,0.08421886928238603,-7.354167290320852e-07,0.08582697030051469,0.0007270890225726087,0.0553061076411687
T-3 Return >= -0.036365 AND Mean <= 81931.351554 AND VIX >= 13.498000,3,155,0.5849056603773585,35,0.042520130497698205,0.04237892890881778,0.007941462731216343,0.007942633875583343,-0.004308869144953098,-0.004931412531616219,0.0006225433866631214,3,3,True,True,-0.004259040051520903,0.0830726570899046,-7.448208637905891e-07,0.0823019135887638,0.0007303201431094021,0.05444615061606078,-0.004222840530569927,0.08421886928238603,-7.354167290320852e-07,0.08582697030051469,0.0007270890225726087,0.0553061076411687
T-3 Return >= -0.028431 AND Median <= 81856.120000,2,167,0.630188679245283,47,0.04025152154038625,0.040084895634848294,0.0075988883904433415,0.007600207664906975,-0.006501461848864132,-0.006917151846397074,0.000415689997532942,3,3,True,True,-0.004136246706498261,0.08275549371006737,-7.275853752194286e-07,0.0744003449166887,0.0007178242627856203,0.047895062406900085,-0.0040972545749746415,0.08420937440679263,-7.184527917788968e-07,0.07765361797578225,0.0007148882372788125,0.048649275869883914
T-3 Return >= -0.028431 AND Mean <= 81931.351554,2,167,0.630188679245283,47,0.04025152154038625,0.040084895634848294,0.0075988883904433415,0.007600207664906975,-0.006501461848864132,-0.006917151846397074,0.000415689997532942,3,3,True,True,-0.004136246706498261,0.08275549371006737,-7.275853752194286e-07,0.0744003449166887,0.0007178242627856203,0.047895062406900085,-0.0040972545749746415,0.08420937440679263,-7.184527917788968e-07,0.07765361797578225,0.0007148882372788125,0.048649275869883914
T-3 Return >= -0.028431 AND Median <= 81856.120000 AND Mean <= 81931.351554,3,167,0.630188679245283,47,0.04025152154038625,0.040084895634848294,0.0075988883904433415,0.007600207664906975,-0.006501461848864132,-0.006917151846397074,0.000415689997532942,3,3,True,True,-0.004136246706498261,0.08275549371006737,-7.275853752194286e-07,0.0744003449166887,0.0007178242627856203,0.047895062406900085,-0.0040972545749746415,0.08420937440679263,-7.184527917788968e-07,0.07765361797578225,0.0007148882372788125,0.048649275869883914
T-3 Return >= -0.028431 AND Median <= 81856.120000 AND Mean <= 96175.901226,3,167,0.630188679245283,47,0.04025152154038625,0.040084895634848294,0.0075988883904433415,0.007600207664906975,-0.006501461848864132,-0.006917151846397074,0.000415689997532942,3,3,True,True,-0.004136246706498261,0.08275549371006737,-7.275853752194286e-07,0.0744003449166887,0.0007178242627856203,0.047895062406900085,-0.0040972545749746415,0.08420937440679263,-7.184527917788968e-07,0.07765361797578225,0.0007148882372788125,0.048649275869883914
T-3 Return >= -0.028431 AND Median <= 81856.120000 AND Mean <= 103410.651804,3,167,0.630188679245283,47,0.04025152154038625,0.040084895634848294,0.0075988883904433415,0.007600207664906975,-0.006501461848864132,-0.006917151846397074,0.000415689997532942,3,3,True,True,-0.004136246706498261,0.08275549371006737,-7.275853752194286e-07,0.0744003449166887,0.0007178242627856203,0.047895062406900085,-0.0040972545749746415,0.08420937440679263,-7.184527917788968e-07,0.07765361797578225,0.0007148882372788125,0.048649275869883914
T-3 Return >= -0.028431 AND Mean <= 81931.351554 AND Median <= 96165.020000,3,167,0.630188679245283,47,0.04025152154038625,0.040084895634848294,0.0075988883904433415,0.007600207664906975,-0.006501461848864132,-0.006917151846397074,0.000415689997532942,3,3,True,True,-0.004136246706498261,0.08275549371006737,-7.275853752194286e-07,0.0744003449166887,0.0007178242627856203,0.047895062406900085,-0.0040972545749746415,0.08420937440679263,-7.184527917788968e-07,0.07765361797578225,0.0007148882372788125,0.048649275869883914
T-3 Return >= -0.028431 AND Mean <= 81931.351554 AND Median <= 103346.700000,3,167,0.630188679245283,47,0.04025152154038625,0.040084895634848294,0.0075988883904433415,0.007600207664906975,-0.006501461848864132,-0.006917151846397074,0.000415689997532942,3,3,True,True,-0.004136246706498261,0.08275549371006737,-7.275853752194286e-07,0.0744003449166887,0.0007178242627856203,0.047895062406900085,-0.0040972545749746415,0.08420937440679263,-7.184527917788968e-07,0.07765361797578225,0.0007148882372788125,0.048649275869883914
T-3 Return >= -0.036365 AND Median <= 81856.120000 AND T-2 Return >= -0.110710,3,165,0.6226415094339622,45,0.042591594785234776,0.042524021763858166,0.007575254410617986,0.007575789065239182,-0.007473201351273051,-0.007907758174636959,0.00043455682336390744,3,3,True,True,-0.004424880637264015,0.06595310904479527,-6.966711680445901e-07,0.08159119275490744,0.0007650396196020128,0.04070452608179319,-0.004397632788665549,0.06640805306970801,-6.873504802364465e-07,0.08525718935951798,0.0007626251914142286,0.04119172232131841
T-3 Return >= -0.036365 AND Mean <= 81931.351554 AND T-2 Return >= -0.110710,3,165,0.6226415094339622,45,0.042591594785234776,0.042524021763858166,0.007575254410617986,0.007575789065239182,-0.007473201351273051,-0.007907758174636959,0.00043455682336390744,3,3,True,True,-0.004424880637264015,0.06595310904479527,-6.966711680445901e-07,0.08159119275490744,0.0007650396196020128,0.04070452608179319,-0.004397632788665549,0.06640805306970801,-6.873504802364465e-07,0.08525718935951798,0.0007626251914142286,0.04119172232131841
T-3 Return >= -0.028431 AND Kurtosis >= 0.896639,2,187,0.7056603773584905,66,0.038064701336879,0.038056369988589744,0.006532764704362218,0.006532821284818429,-0.009681085330605965,-0.010148210223254184,0.00046712489264821855,3,3,True,True,-0.0050460776938014845,0.03074785932992607,-3.923354670206688e-07,0.0827486535246217,0.000539766438646271,0.08363383174855298,-0.00503442484400197,0.030776174191958404,-3.8744064601787207e-07,0.08600112871859719,0.0005384330202163284,0.08427346910628164
T-3 Return >= -0.028431 AND Kurtosis >= 0.896639 AND T-4 Return <= 0.087392,3,155,0.5849056603773585,34,0.04365575039910696,0.043658761693953885,0.0070113388208536765,0.007011316743857375,-0.009717719834309246,-0.009727133937873944,9.41410356469774e-06,3,3,True,True,-0.004995638759884187,0.043133694798086625,-4.671485813955326e-07,0.06714070817896328,0.0005925272127401682,0.08954756679579141,-0.00498455669098753,0.04312160287116865,-4.627459016421094e-07,0.06924439382724316,0.0005913857161839807,0.09005035088260245
T-3 Return >= -0.036365 AND Median <= 66247.920000,2,165,0.6226415094339622,45,0.040604641012457754,0.04044228827327867,0.007546654189406008,0.007547931264563616,-0.009961378508584362,-0.010277251477830651,0.00031587296924628916,3,3,True,True,-0.0041200749093994815,0.0854835745474334,-7.592236528666094e-07,0.0818834346039396,0.0007004455435902031,0.05327992509971584,-0.00408180901326738,0.08693273223069478,-7.494118974910175e-07,0.08547960319036828,0.0006976129361961378,0.05407639888839964
T-3 Return >= -0.036365 AND Mean <= 66374.485907,2,165,0.6226415094339622,45,0.040604641012457754,0.04044228827327867,0.007546654189406008,0.007547931264563616,-0.009961378508584362,-0.010277251477830651,0.00031587296924628916,3,3,True,True,-0.0041200749093994815,0.0854835745474334,-7.592236528666094e-07,0.0818834346039396,0.0007004455435902031,0.05327992509971584,-0.00408180901326738,0.08693273223069478,-7.494118974910175e-07,0.08547960319036828,0.0006976129361961378,0.05407639888839964
T-3 Return >= -0.036365 AND Median <= 81856.120000 AND Mean <= 66374.485907,3,165,0.6226415094339622,45,0.040604641012457754,0.04044228827327867,0.007546654189406008,0.007547931264563616,-0.009961378508584362,-0.010277251477830651,0.00031587296924628916,3,3,True,True,-0.0041200749093994815,0.0854835745474334,-7.592236528666094e-07,0.0818834346039396,0.0007004455435902031,0.05327992509971584,-0.00408180901326738,0.08693273223069478,-7.494118974910175e-07,0.08547960319036828,0.0006976129361961378,0.05407639888839964
T-3 Return >= -0.036365 AND Mean <= 81931.351554 AND Median <= 66247.920000,3,165,0.6226415094339622,45,0.040604641012457754,0.04044228827327867,0.007546654189406008,0.007547931264563616,-0.009961378508584362,-0.010277251477830651,0.00031587296924628916,3,3,True,True,-0.0041200749093994815,0.0854835745474334,-7.592236528666094e-07,0.0818834346039396,0.0007004455435902031,0.05327992509971584,-0.00408180901326738,0.08693273223069478,-7.494118974910175e-07,0.08547960319036828,0.0006976129361961378,0.05407639888839964
T-3 Return >= -0.036365 AND Median <= 81856.120000 AND T-2 Return >= -0.093502,3,157,0.5924528301886792,37,0.049699593287732435,0.04961453278371486,0.007726827801389746,0.007727519422547224,-0.010877837533259438,-0.011260519068462926,0.00038268153520348847,3,3,True,True,-0.004656774437241759,0.05602665047857751,-7.335373756008239e-07,0.07676883050061883,0.0008717519577354109,0.02431123666718538,-0.0046272459229848885,0.05648779977624781,-7.238600966775393e-07,0.08028941995173368,0.000869207936753572,0.02462698768921555
T-3 Return >= -0.036365 AND Mean <= 81931.351554 AND T-2 Return >= -0.093502,3,157,0.5924528301886792,37,0.049699593287732435,0.04961453278371486,0.007726827801389746,0.007727519422547224,-0.010877837533259438,-0.011260519068462926,0.00038268153520348847,3,3,True,True,-0.004656774437241759,0.05602665047857751,-7.335373756008239e-07,0.07676883050061883,0.0008717519577354109,0.02431123666718538,-0.0046272459229848885,0.05648779977624781,-7.238600966775393e-07,0.08028941995173368,0.000869207936753572,0.02462698768921555
T-3 Return >= -0.036365 AND Median <= 81856.120000 AND Kurtosis >= 0.998813,3,154,0.5811320754716981,34,0.050147905175513374,0.04991440894684007,0.007552926542875779,0.007554783231799049,-0.010986077427131313,-0.011546205731076675,0.000560128303945362,3,3,True,True,-0.005285063390575925,0.03737564238520934,-8.684763811170694e-07,0.04322232067832971,0.0006573080059408695,0.08117356213547877,-0.005250218000485865,0.03819166732517075,-8.573492092309193e-07,0.04557657627846015,0.0006542896303154609,0.08241748930640913
T-3 Return >= -0.036365 AND Mean <= 81931.351554 AND Kurtosis >= 0.998813,3,154,0.5811320754716981,34,0.050147905175513374,0.04991440894684007,0.007552926542875779,0.007554783231799049,-0.010986077427131313,-0.011546205731076675,0.000560128303945362,3,3,True,True,-0.005285063390575925,0.03737564238520934,-8.684763811170694e-07,0.04322232067832971,0.0006573080059408695,0.08117356213547877,-0.005250218000485865,0.03819166732517075,-8.573492092309193e-07,0.04557657627846015,0.0006542896303154609,0.08241748930640913
T-3 Return >= -0.036365 AND Median <= 81856.120000 AND Kurtosis >= 0.896639,3,165,0.6226415094339622,45,0.04444726406756816,0.04425180605962531,0.007294830469478409,0.007296322624728694,-0.012322821218619717,-0.012785261335161113,0.00046244011654139605,3,3,True,True,-0.005211100850114188,0.03560892972529479,-7.695030246531279e-07,0.06160105593847561,0.0006173549843884238,0.08219600203797027,-0.005179552902184002,0.036301019214038714,-7.58716034976465e-07,0.06483565065662389,0.0006142201663925882,0.0835498965560615
T-3 Return >= -0.036365 AND Mean <= 81931.351554 AND Kurtosis >= 0.896639,3,165,0.6226415094339622,45,0.04444726406756816,0.04425180605962531,0.007294830469478409,0.007296322624728694,-0.012322821218619717,-0.012785261335161113,0.00046244011654139605,3,3,True,True,-0.005211100850114188,0.03560892972529479,-7.695030246531279e-07,0.06160105593847561,0.0006173549843884238,0.08219600203797027,-0.005179552902184002,0.036301019214038714,-7.58716034976465e-07,0.06483565065662389,0.0006142201663925882,0.0835498965560615
T-3 Return >= -0.028431 AND Median <= 81856.120000 AND Std >= 703.670163,3,155,0.5849056603773585,35,0.047693434205815954,0.04756519348735455,0.00761189571653277,0.007612920759318994,-0.013491911653212396,-0.013666308696795415,0.00017439704358301888,3,3,True,True,-0.004682728164599483,0.06490078350658039,-7.94549842168999e-07,0.07750121609396146,0.0008371751788630872,0.02491843602809113,-0.004658237845550575,0.0657031600274747,-7.857672958415603e-07,0.0802603233815581,0.0008345031289558152,0.02527665365776115
T-3 Return >= -0.028431 AND Mean <= 81931.351554 AND Std >= 703.670163,3,155,0.5849056603773585,35,0.047693434205815954,0.04756519348735455,0.00761189571653277,0.007612920759318994,-0.013491911653212396,-0.013666308696795415,0.00017439704358301888,3,3,True,True,-0.004682728164599483,0.06490078350658039,-7.94549842168999e-07,0.07750121609396146,0.0008371751788630872,0.02491843602809113,-0.004658237845550575,0.0657031600274747,-7.857672958415603e-07,0.0802603233815581,0.0008345031289558152,0.02527665365776115
T-3 Return >= -0.028431 AND Kurtosis >= 0.896639 AND T-2 Return >= -0.110710,3,175,0.660377358490566,54,0.0415706683069651,0.04165237264949584,0.00666390387292985,0.006663335787347928,-0.014111043227080788,-0.014425833308594926,0.000314790081514138,3,2,True,False,-0.005340665331704949,0.02550178258347903,-3.860247407944759e-07,0.09651281403271225,0.0005966204245962549,0.07475173028671919,-0.005337758557578695,0.025288491720438094,-3.80960936163369e-07,0.10022583898948983,0.0005958212821264825,0.0750356672937226
T-3 Return >= -0.028431 AND Kurtosis >= 0.896639 AND T-2 Return >= -0.093502,3,168,0.6339622641509434,47,0.04741195451274072,0.04749296750764598,0.006746609545535404,0.006746035779102655,-0.014375062375550529,-0.014706519782551775,0.0003314574070012455,3,3,True,True,-0.005538462379724714,0.0216442158216859,-3.990249313490595e-07,0.09014715905094006,0.0006773313909671051,0.048516788744295096,-0.0055347076449107045,0.02147204313921507,-3.9392456108587776e-07,0.09364571795227615,0.0006766503607428063,0.0486739715403364
T-3 Return >= -0.036365 AND Median <= 81856.120000 AND VIX >= 12.714000,3,166,0.6264150943396226,46,0.039545055466860046,0.03944030727925962,0.007573120024501273,0.007573945956630169,-0.01605690973571461,-0.01661803973178233,0.0005611299960677218,3,3,True,True,-0.004064530630442553,0.088221859237227,-6.817318986360329e-07,0.09561904194832484,0.0007352818149358916,0.043169631372094217,-0.004033077438699144,0.08919120368488401,-6.729274828272392e-07,0.09951158403722915,0.0007324709853417767,0.043794869277978106
T-3 Return >= -0.036365 AND Mean <= 81931.351554 AND VIX >= 12.714000,3,166,0.6264150943396226,46,0.039545055466860046,0.03944030727925962,0.007573120024501273,0.007573945956630169,-0.01605690973571461,-0.01661803973178233,0.0005611299960677218,3,3,True,True,-0.004064530630442553,0.088221859237227,-6.817318986360329e-07,0.09561904194832484,0.0007352818149358916,0.043169631372094217,-0.004033077438699144,0.08919120368488401,-6.729274828272392e-07,0.09951158403722915,0.0007324709853417767,0.043794869277978106
T-3 Return >= -0.036365 AND Median <= 81856.120000 AND T-4 Return <= 0.139611,3,165,0.6226415094339622,45,0.035459794720922866,0.035386384188297426,0.007692003669178576,0.007692589102614342,-0.01618908427475918,-0.016648653350433973,0.00045956907567479277,3,2,True,False,-0.003973390242812511,0.09805786345979503,-6.852266950177205e-07,0.09729335460978843,0.0006698517498963702,0.06873385489330071,-0.003945718700515356,0.09881069940609326,-6.769787336621408e-07,0.10087256183276228,0.000667493412164496,0.06950864066158621
T-3 Return >= -0.036365 AND Mean <= 81931.351554 AND T-4 Return <= 0.139611,3,165,0.6226415094339622,45,0.035459794720922866,0.035386384188297426,0.007692003669178576,0.007692589102614342,-0.01618908427475918,-0.016648653350433973,0.00045956907567479277,3,2,True,False,-0.003973390242812511,0.09805786345979503,-6.852266950177205e-07,0.09729335460978843,0.0006698517498963702,0.06873385489330071,-0.003945718700515356,0.09881069940609326,-6.769787336621408e-07,0.10087256183276228,0.000667493412164496,0.06950864066158621
T-3 Return >= -0.028431 AND Kurtosis >= 0.896639 AND T-4 Return <= 0.139611,3,176,0.6641509433962264,55,0.03801382587158997,0.03804967449188423,0.006716547542868617,0.006716297249289532,-0.018238052316154718,-0.018512156433971194,0.00027410411781647603,3,3,True,True,-0.004961251923878354,0.037177133022097485,-4.083992492205401e-07,0.08401782877575088,0.0005466624910940187,0.09340741323852737,-0.004953836444236267,0.03703785999441443,-4.038078423170057e-07,0.08690830877538361,0.0005456378094198795,0.09389807064258576
VIX <= 34.464000 AND Kurtosis >= 1.270652 AND Median <= 81856.120000,3,151,0.569811320754717,31,0.05458730998068895,0.05418744704051337,0.00805708622971315,0.008060493979813262,-0.019143181589667657,-0.01971451847233352,0.0005713368826658627,3,3,True,True,-0.004436644971423609,0.08953448104392744,-1.039914334885737e-06,0.02843587197170726,0.0008053546947860005,0.029748699037133033,-0.004378211247785786,0.09305157548513597,-1.030080721152837e-06,0.02975561343720228,0.000801677157097529,0.030410207975364617
VIX <= 34.464000 AND Kurtosis >= 1.270652 AND Mean <= 81931.351554,3,151,0.569811320754717,31,0.05458730998068895,0.05418744704051337,0.00805708622971315,0.008060493979813262,-0.019143181589667657,-0.01971451847233352,0.0005713368826658627,3,3,True,True,-0.004436644971423609,0.08953448104392744,-1.039914334885737e-06,0.02843587197170726,0.0008053546947860005,0.029748699037133033,-0.004378211247785786,0.09305157548513597,-1.030080721152837e-06,0.02975561343720228,0.000801677157097529,0.030410207975364617
Fear and Greed Index >= 25.000000 AND Kurtosis >= 0.998813 AND T-3 Return >= -0.110710,3,198,0.7471698113207547,77,0.03769592822948453,0.03724523194913876,0.007098740296568255,0.00710206500020472,-0.019522742410603033,-0.020022631085796494,0.0004998886751934606,3,3,True,True,-0.005186763751382915,0.033483705658982954,-3.893640859549159e-07,0.07643303394011429,0.0006883523475428187,0.0619977099550737,-0.005125986875664154,0.03530694517934578,-3.8364621603072046e-07,0.08022457581772464,0.0006870875865282882,0.06254981816007628
