date,64500,65000,65500,66000,66500,67000,67500,68000,68500,69000,69500,70000,71000,72000,73000,74000,75000
2024-09-27,1540.4398050000002,1113.31555,789.23016,525.96248,395.50776,283.593944,197.26797000000002,111.83446599999999,91.919912,59.20653599999999,32.800335,26.332964000000004,19.758128999999997,13.24504,13.127188,6.538114,6.56177
2024-09-28,0.0,1052.89616,724.22812,461.25072000000006,197.13516,118.472094,72.33141300000001,46.027422,26.360168,19.714436999999997,19.724541,6.566103,6.546835,6.599224,0.0,0.0,0.0
2024-09-29,0.0,856.4299899999999,394.07526000000007,144.28513,72.25142100000001,19.689663,6.566852000000001,6.572972,6.5648610000000005,6.596565,6.548366000000001,6.548437000000001,6.549894,6.583763000000001,0.0,0.0,0.0
