date,29000,29500,30000,30500,31000,31500,32000,32500,33000,34000
2022-06-05,1046.6064000000001,688.95097,374.096625,149.4002,89.68806000000001,29.85344,29.966169999999998,0.0,15.025785,0.0
2022-06-06,2216.06407,2051.6886,1380.21576,812.15836,423.445725,125.35744000000001,31.34419,15.734885,15.765450000000001,15.54128
