,10000,12000,14000,15000,16000,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000,31000,32000,33000,34000,34500,34750,35000,35250,35500,35750,36000,36250,36500,36750,37000,37250,37500,37750,38000,38250,38500,39000,40000,42000,44000,45000,46000,48000,50000,55000,60000
2023-08-24,0,0,0,0,0,0,0,0,5958.34908,4941.661615,4157.809315,0,2939.4990000000003,2289.2469599999995,1876.5504,1539.19731,1253.53536,1033.88011,874.852835,715.607475,0,521.3458,0,0,0,0,0,0,404.22915,0,0,0,0,0,0,0,339.72679,0,0,0,277.429005,224.622615,198.250575,185.55054,0,0,121.618158,82.054644,0
2023-08-25,0,0,0,0,0,0,0,0,0,0,0,0,2884.300835,2319.3485520000004,1779.3683300000002,1441.303365,1200.70028,961.62186,807.5363600000001,678.58206,0,481.799385,0,0,0,0,0,0,364.59402,0,0,0,0,0,0,0,286.46893,0,0,0,221.36278,195.902625,156.50328000000002,143.38841,0,0,80.715165,62.63587199999999,0
2023-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,2238.50432,0,0,0,0,767.16874,637.659785,0,455.1134,0,0,0,0,0,0,338.04979000000003,0,0,0,0,0,0,0,260.3203,0,0,0,208.54168,0,122.31552600000002,117.03456,0,0,0,65.070325,0
2023-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,2233.7140050000003,1790.3728550000003,0,1164.25528,939.6935999999998,783.9039,653.6122500000001,0,483.570205,0,0,0,0,0,0,338.88803,0,0,0,0,0,0,0,260.5594,0,0,0,209.24424,169.57407999999998,0,114.60429200000002,0,0,0,51.9895,0
2023-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,2330.90466,1827.5915,1422.56336,1175.832,962.445488,755.66866,622.4832,0,457.062375,0,0,0,0,0,0,339.57339,0,0,0,0,0,0,0,260.97450000000003,0,0,0,0,0,111.754635,116.99262,0,0,62.648928,49.474993000000005,0
2023-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,2309.83984,2587.639635,2232.929125,1814.78492,1546.225005,1233.54089,1051.52194,0,731.876735,0,0,0,0,0,0,566.703025,0,0,0,0,0,0,0,442.51312,0,0,0,345.33950000000004,259.91734,205.505175,191.87623,193.84547,0,136.79232,94.593168,64.067489
2023-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2309.5817500000003,1880.76405,1539.049265,1251.30672,1036.85166,856.666125,708.72308,600.17342,0,0,0,0,0,0,464.51378000000005,0,0,0,0,0,0,0,355.63944,0,0,0,273.5733,218.87096,178.351225,150.74641999999997,124.969258,0,90.527052,68.38560000000001,46.639194
2023-08-31,0,0,0,0,0,0,0,0,0,0,0,0,3173.06012,2475.535875,1599.65067,1421.61642,1012.44585,738.93147,635.8271850000001,519.0426,389.32695,350.35375500000004,0,0,0,0,0,0,411.77625,0,0,0,0,0,0,0,302.38153,0,0,0,142.758385,0,110.797974,119.84324,102.320738,0,62.23833599999999,48.491856,32.320367999999995
2023-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2272.88467,1713.98025,1442.94752,1122.038565,799.029315,636.153,508.6486,468.63954,343.295955,311.50812,0,0,0,0,0,0,206.24296,0,0,0,0,0,0,0,154.3272,0,0,0,106.891344,93.729852,0,0,0,0,0,0,0
2023-09-02,0,0,0,0,0,0,0,0,0,0,0,0,0,1885.42356,1418.0188,0,837.88055,658.01883,529.7165150000001,0,375.94556,0,0,0,0,0,0,0,193.30575,0,0,0,0,0,0,0,128.89065,0,0,0,103.41748,0,0,0,0,0,0,0,23.275521
2023-09-03,0,0,0,0,0,0,0,0,0,0,0,0,0,1973.72532,1533.54688,0,962.86469,699.8184,0,440.0932800000001,390.099,298.4825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.077486,0,0,0,0,0,0,0,0
2023-09-04,0,0,0,0,0,0,0,0,0,0,0,0,0,1883.7577,1398.950145,1138.61528,835.863925,684.522825,556.36969,423.79821,375.502005,311.16012,0,0,0,0,0,0,220.804075,0,0,0,0,0,0,0,154.49538,0,0,0,118.799554,90.596065,0,51.9262,54.235902,0,33.588190999999995,0,0
2023-09-05,0,0,0,0,0,0,0,0,0,0,0,0,2420.5517,1840.140445,1415.5097,1079.27316,878.2030000000001,685.0167849999999,500.899425,0,0,270.28134000000006,0,0,0,0,0,0,179.90189,0,0,0,0,0,0,0,141.59628999999998,0,0,0,95.098917,71.928388,53.948076,54.088902,46.362096,0,0,23.123178,0
2023-09-06,0,0,0,0,0,0,0,0,0,0,0,2983.34368,2397.66927,1783.456875,1391.25168,953.1435,798.21776,628.615855,444.922975,398.68852,321.63525000000004,271.43298,0,0,0,0,0,0,179.62168000000003,0,0,0,0,0,0,0,128.52605,0,0,0,101.377848,74.576864,0,0,0,0,0,0,12.88656
2023-09-07,0,0,0,0,0,0,0,0,0,0,0,3365.7670900000003,0,1900.853325,1705.278652,1285.42386,983.660625,787.7180999999999,615.47111,469.4796,0,355.27194,0,0,0,0,0,0,167.52853,0,0,0,0,0,0,0,142.884225,0,0,0,109.11054,82.791296,67.54500999999999,46.35234,38.6283,0,0,20.583608,10.291728
2023-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,1951.354125,1485.2560500000002,1151.006295,907.12895,724.8365600000001,582.345,478.805715,375.4361750000001,295.860615,0,0,0,0,0,0,219.82156000000003,0,0,0,0,0,0,0,167.50825,0,0,0,129.3051,104.9796,78.97065,70.853346,0,0,0,0,20.977712
2023-09-09,0,0,0,0,0,0,0,0,0,0,0,0,2433.22572,1903.702185,1435.230555,1125.76347,867.5873550000001,659.4220949999999,556.919015,427.33086,349.338285,284.46,0,0,0,0,0,0,207.01344,0,0,0,0,0,0,0,0,0,0,0,121.684551,0,67.241668,0,0,0,0,0,0
