,25000,26000,27000,27500,28000,28500,29000,29500,30000,30500,31000,31500,32000,33000,34000
2022-06-10,0,0,0,0,0,801.519675,406.79828,174.40128,87.43797,29.09589,29.14652,14.492525,14.509045,15.001655,14.934360000000002
2022-06-11,0,0,0,1081.51458,438.926675,141.70195,14.182245000000002,14.28428,14.26318,14.315665,14.259785,0,0,0,14.155135
