date,42250,42500,42750,43000,43250,43500,43750,44000,44250,44500,44750,45000,45250,45500,45750,46000,46500,47000,47500,48000,48500,49000,49500,50000,50500,51000,51500,52000,53000,54000,55000
2024-01-04,1199.07536,0.0,1235.25954,1847.64225,1714.07775,1491.240105,1379.01175,1201.56588,1090.6084349999999,883.4288,888.549,937.6342500000001,894.3192,713.13088,0.0,648.81033,353.65312,332.50034999999997,265.78026,199.58746499999998,56.111224,132.89913,79.265862,88.99418,70.695296,84.641219,0.0,57.58585299999999,44.29306,35.445688000000004,22.0954
2024-01-05,0.0,0.0,0.0,1097.4205,824.87626,931.05348,504.38885,551.27675,441.2085,353.11904,309.11580000000004,220.85014999999999,194.342236,159.18490799999998,83.577257,92.886192,61.807592,44.13669,22.021349999999998,47.974135000000004,8.800902,8.810862,4.404861,4.392527,4.392678,4.394227,4.400941,4.400405,4.395868,13.094694,13.139117999999998
2024-01-06,0.0,1200.01255,1185.1334100000001,877.0122,0.0,504.26257999999996,219.4103,153.92286000000001,43.95346,21.98071,21.97793,17.552824,13.157619,8.771746,8.75683,4.383991000000001,4.385391,4.385569,4.398006,4.400114,4.401608,4.384599,4.391705000000001,8.728142,8.72875,4.363451,4.364115,4.364375,4.364115,8.72875,8.726902
