date,9500,9625,9750,9875,10000,10125,10250,10375,10500,10625
2020-02-06,0.0,204.10404,111.685125,82.55166,73.13715,48.71595000000001,34.15804,19.48764,24.4837,9.73769
2020-02-07,282.93676000000005,170.87332500000002,103.000275,49.07755,19.540580000000002,14.723564999999999,9.75994,4.897245,4.8805950000000005,4.875319999999999
