date,70000,74000,75000,76000,77000,78000,79000,80000,80500,81000,81500,82000,82500,83000,83500,84000,84500,85000,86000,87000,88000,89000,90000,91000,92000,93000,94000,95000,96000,97000,98000,99000,100000,101000,102000,103000,104000,105000,106000,107000,108000,110000,115000,120000,125000,130000,135000,140000
2025-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18286.951875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9575.60744,0.0,0.0,0.0,0.0,0.0,0.0,4561.28232,4564.32747,4177.275275,3582.38229,3242.41863,2949.2661,2503.753455,2362.1716800000004,2118.0441199999996,1869.3625,0.0,1474.5032999999999,1080.62768,591.22386,344.46166999999997,194.8052,108.34205800000001,59.093861999999994,0.0
2025-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7692.64158,0.0,4130.2001549999995,4021.78476,3384.6271549999997,3730.74086,3928.4972,3378.8206350000005,3041.53431,1848.2975030000002,2250.19511,1490.098235,1095.40283,1048.5772,958.7060000000001,766.4896,573.40464,336.36785000000003,262.290771,167.58710499999998,98.87388,47.528645,49.599805
2025-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4295.859565,4013.951795,3476.53368,3143.11465,2753.28582,2320.16736,2124.3659799999996,1631.1595200000002,1545.68512,1352.38824,1110.34616,1015.008015,869.1503399999999,676.95544,318.819699,183.674862,0.0,67.585742,38.637116,28.979753999999996
2025-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4782.806,4407.2130799999995,3833.692,3402.3892249999994,0.0,2637.79175,2250.57761,1965.576695,0.0,1486.951115,1345.2068,1003.3157400000001,909.672975,766.53512,622.46704,526.997405,259.447428,173.77387199999998,76.628624,57.852444,28.675709999999995,28.937885999999995
2025-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4852.928325,0.0,3394.4747199999997,2983.9556500000003,2828.212235,2451.880965,1785.05028,1713.6194799999998,1385.3016,1149.801375,964.9132500000001,827.8822799999999,643.2380499999999,647.7482200000001,503.9720949999999,511.15272999999996,564.66546,429.869586,295.07104,269.967699,148.373568,94.19668,67.015473,46.40523,19.110670000000002,9.477295
2025-02-25,0.0,0.0,13412.76795,0.0,0.0,0.0,0.0,10116.119935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5688.44315,0.0,4559.622375,5101.269475,4574.789804999999,3904.72456,3272.5737799999997,2830.81984,2435.231425,2078.88332,1816.66695,1550.1601500000002,1328.9521499999998,1150.54979,974.44666,887.5471000000001,754.673265,576.37554,435.6283,381.03643600000004,410.96532099999996,389.972396,301.91340399999996,297.166018,234.71329500000002,230.686352,193.455394,139.342896,98.036268,86.92955,69.44772,53.60463599999999,35.521328000000004
2025-02-26,0.0,0.0,12579.750499999998,0.0,0.0,0.0,0.0,6089.8173,0.0,0.0,0.0,3784.4972799999996,0.0,4076.6054200000003,0.0,3398.9653350000003,0.0,3330.3556000000003,2866.91876,2491.22603,1889.3175749999998,1774.68018,1433.89305,1177.0108,1010.0214,840.9576,884.864085,676.75072,546.6742449999999,462.57051499999994,462.56715999999994,395.295098,354.57265199999995,286.35660199999995,337.06136,235.492992,199.882704,210.94537499999998,0.0,167.73922000000002,212.767464,152.115408,92.508581,97.9484,71.234424,53.178461999999996,44.52154,35.617703999999996
2025-02-27,0.0,0.0,11576.0961,0.0,0.0,0.0,0.0,6523.31449,0.0,7031.7548,0.0,3765.8115949999997,0.0,4090.570995,0.0,3317.2909750000003,0.0,2406.66563,1990.21344,2016.7684800000002,1860.6007199999997,1430.1656300000002,1089.7160299999998,1056.752125,795.4770849999999,539.47595,541.99379,464.520155,423.2893,333.03348,285.96702999999997,226.490661,217.59706799999998,361.685436,202.79493599999998,149.344902,284.42046600000003,198.01334799999998,135.34353600000003,222.87023200000002,128.142675,128.266455,76.167603,59.432527,51.27685199999999,34.712912,25.665239999999997,16.928908
2025-02-28,14276.06048,0.0,10063.999615,0.0,0.0,4985.96436,4503.16888,6111.869624999999,0.0,3252.6198000000004,0.0,4533.4782000000005,0.0,3901.50252,0.0,3266.7492,0.0,2818.993175,2307.322325,1977.6488450000002,1588.3069,1565.4002549999998,1179.14762,1098.94083,758.1159,546.8455849999999,462.59361499999994,461.40688,336.19344,318.09815199999997,250.98141,225.801548,218.21878,128.403072,216.838232,169.06498000000002,152.252964,135.36033600000002,109.695742,92.815646,91.975521,75.307113,49.420086,50.432753999999996,25.151567999999997,33.648340000000005,16.385712,0.0
