,44000,45000,46000,47000,48000,49000,50000,51000,52000,53000,54000,56000
2021-08-22,0,0,0,0,1392.86169,1234.67675,388.4796,470.01364,246.7301,123.17135,49.40052,48.83548
2021-08-23,0,0,0,0,0,868.9346750000002,297.89766000000003,49.67786,24.652845000000003,24.624255,24.62209,25.16057
